id_cliente,edad,dias_desde_registro,num_sesiones_mes,num_juegos_distintos,monto_apostado_mensual_mxn,monto_deposito_promedio_mxn,usa_app_movil,bono_reclamado,tasa_retorno_pct,prometedor
CL01490,42,320,3,5,8765,1791,si,no,90.2,no
CL01491,46,35,6,2,3480,1939,si,no,95.4,no
CL01492,55,169,7,6,3640,884,si,no,92.8,no
CL01493,30,117,4,2,1389,314,si,si,92.6,no
CL01494,66,388,8,3,596,293,no,si,95.4,no
CL01495,29,21,2,5,1488,452,si,si,92,no
CL01496,66,226,5,5,678,288,no,si,91.3,no
CL01497,45,71,7,3,397,138,si,no,95.2,no
CL01498,19,71,10,4,500,171,no,no,87.7,no
CL01499,20,165,6,5,2621,636,si,si,89,si
CL01500,25,302,8,4,1724,927,si,no,86.2,no
CL01501,20,181,4,5,3980,1411,no,si,95.3,no
CL01502,65,95,7,5,453,243,no,no,93.1,no
CL01503,32,418,3,4,1583,671,no,si,85.3,si
CL01504,43,587,6,8,8685,4714,no,no,90.7,no
CL01505,20,136,11,5,920,472,no,no,89.5,no
CL01506,20,205,3,3,755,413,no,no,88.7,no
CL01507,60,304,9,5,595,143,si,no,89.5,si
CL01508,51,283,8,6,862,428,no,si,96.7,no
CL01509,38,225,5,6,1838,697,no,no,86.6,no
CL01510,67,238,9,5,13318,6081,no,no,94.5,si
CL01511,21,136,5,3,1595,703,no,no,89.6,no
CL01512,58,79,10,3,7770,3694,no,no,93.6,si
CL01513,61,165,6,3,2026,475,si,no,82.7,no
CL01514,22,231,4,3,3695,1387,si,no,95.2,no
CL01515,66,590,5,3,3179,1490,no,no,93.6,si
CL01516,42,118,6,3,2021,972,si,si,94.6,no
CL01517,22,218,5,2,3547,1270,si,no,88,si
CL01518,62,139,6,6,2605,795,si,no,89.4,no
CL01519,45,106,8,2,4739,1248,si,no,94.9,no
CL01520,61,474,4,8,755,400,no,no,89.3,no
CL01521,32,374,6,4,2927,1244,si,no,98.8,si
CL01522,66,636,6,7,194,41,si,no,96.9,no
CL01523,27,104,4,1,4706,1583,si,si,94.4,no
CL01524,41,99,2,3,179,80,si,no,89.9,no
CL01525,35,229,7,4,2729,903,si,si,96.9,no
CL01526,21,615,3,3,1000,NA,no,si,83.9,no
CL01527,39,126,8,5,3940,2263,si,no,86,si
CL01528,67,339,13,6,2555,NA,no,no,97.9,no
CL01529,31,411,8,4,6662,3327,no,no,92.1,si
CL01530,20,516,7,5,5658,3360,no,no,87,si
CL01531,61,577,5,7,2947,688,no,si,91.9,no
CL01532,24,180,3,5,1002,415,si,no,98.5,no
CL01533,41,353,7,1,1415,340,si,no,90.9,no
CL01534,59,155,5,3,21017,7296,si,no,88.4,no
CL01535,19,317,8,2,2408,881,si,no,92.5,no
CL01536,67,133,9,6,13597,5571,si,si,92.9,si
CL01537,27,317,8,3,1076,237,si,no,90.4,no
CL01538,20,299,5,7,295,82,no,si,86.7,no
CL01539,56,132,3,2,10769,2977,si,no,89.8,no
CL01540,42,40,8,1,5439,2378,si,si,88.2,no
CL01541,30,63,7,5,220,62,no,si,99,no
CL01542,32,105,5,2,1467,523,no,si,88.9,no
CL01543,40,89,4,4,7507,2856,no,si,90.5,no
CL01544,25,55,6,8,1771,938,si,no,95.2,no
CL01545,39,65,7,3,1495,479,si,no,90.1,si
CL01546,58,221,6,5,492,203,si,no,88,no
CL01547,56,369,3,6,517,250,si,no,96.8,no
CL01548,43,164,5,1,549,115,no,si,98,no
CL01549,43,593,4,3,429,92,si,no,98.5,no
CL01550,42,238,3,5,3389,923,no,no,90.1,si
CL01551,63,90,8,3,9437,2041,no,no,96.9,no
CL01552,44,103,7,2,964,315,no,no,88.2,no
CL01553,42,335,4,3,4138,NA,no,si,99.8,no
CL01554,58,154,3,5,3278,1624,si,no,96.6,no
CL01555,27,263,5,3,420,241,no,no,94.6,no
CL01556,33,197,5,6,1420,735,no,no,93.7,no
CL01557,44,109,3,2,1845,679,si,no,88.1,no
CL01558,41,153,5,5,997,243,si,no,84.6,no
CL01559,47,212,4,4,2735,1243,si,si,88.9,no
CL01560,58,100,4,8,2315,838,si,si,91.7,no
CL01561,19,268,2,4,13293,5649,si,si,92.9,no
CL01562,68,52,10,3,255,150,si,si,90.6,no
CL01563,46,122,7,2,430,163,si,no,99.3,no
CL01564,23,108,5,3,34272,11431,si,no,92.5,no
CL01565,70,34,9,4,1450,730,si,no,99.2,no
CL01566,42,174,2,4,820,336,no,no,96.3,no
CL01567,69,327,7,6,861,458,no,si,89.4,si
CL01568,27,79,1,7,1820,1044,no,no,96.7,si
CL01569,37,258,7,4,1705,663,si,si,96.9,no
CL01570,40,139,7,1,3828,1555,si,no,88.2,no
CL01571,30,207,4,2,2108,NA,si,si,93.3,no
CL01572,56,123,3,6,1943,813,no,no,91.9,no
CL01573,41,144,2,3,395,126,si,no,84.5,no
CL01574,59,174,5,3,1752,944,si,no,98.8,no
CL01575,58,367,5,10,3035,1731,si,no,93.4,no
CL01576,23,177,4,2,1370,579,si,no,94.1,no
CL01577,46,247,8,1,2730,NA,si,no,91.6,no
CL01578,20,86,5,5,991,261,si,no,96.1,si
CL01579,25,324,7,2,449,122,si,si,92,no
CL01580,44,149,8,2,2165,1263,si,no,99.6,no
CL01581,43,194,4,6,2991,769,si,si,88.8,no
CL01582,41,46,3,3,985,231,si,no,92,no
CL01583,69,119,3,2,841,454,no,si,93.6,no
CL01584,41,38,4,4,6293,2501,si,no,95.4,no
CL01585,21,155,7,4,469,180,no,si,95.3,no
CL01586,68,108,1,4,2007,567,si,no,101.7,no
CL01587,60,162,9,4,1602,352,no,no,95.1,no
CL01588,58,92,5,4,3032,1007,si,no,100.2,no
CL01589,62,246,7,3,1186,579,si,no,91,no
CL01590,32,103,4,6,1382,757,si,si,97,no
CL01591,27,522,5,3,14491,4848,no,si,96.9,no
CL01592,41,119,7,2,1278,542,no,si,93.1,no
CL01593,49,73,4,2,1725,593,si,si,88,no
CL01594,69,323,6,4,2244,1328,si,si,94,no
CL01595,19,165,2,8,1817,776,si,no,94.9,no
CL01596,62,260,8,5,1579,393,no,no,83.6,no
CL01597,47,184,6,3,581,244,si,no,93.3,no
CL01598,44,124,13,2,662,273,si,si,90.5,no
CL01599,68,46,3,4,1347,593,si,si,87.6,no
CL01600,36,354,8,4,1407,341,si,si,83.8,si
CL01601,63,362,9,4,436,241,si,si,88.1,no
CL01602,50,34,7,3,447,127,si,si,88.7,no
CL01603,26,153,6,6,967,440,si,no,90.4,no
CL01604,19,185,6,1,5980,2589,no,no,91.7,no
CL01605,36,125,2,3,1759,877,si,no,91.2,no
CL01606,38,97,2,4,5139,1728,no,no,94.2,no
CL01607,68,678,6,4,1525,326,si,no,91.4,no
CL01608,41,475,7,4,1819,413,si,si,87.2,no
CL01609,61,516,8,3,797,224,si,no,92.6,no
CL01610,64,450,4,2,3533,2111,no,si,90.7,no
CL01611,65,152,2,4,9390,2492,no,si,85.8,no
CL01612,19,276,5,3,2480,1136,no,no,94.3,no
CL01613,65,403,5,3,2129,1054,si,si,100.6,no
CL01614,23,98,4,6,5807,2999,no,no,95.1,si
CL01615,20,136,5,6,2063,1084,no,no,89.6,si
CL01616,43,107,4,2,510,216,si,no,85,no
CL01617,55,352,1,5,875,267,no,no,97.4,no
CL01618,19,301,5,2,4501,2618,si,no,95.9,no
CL01619,45,75,1,1,8255,2416,si,no,92.7,no
CL01620,39,62,3,4,696,275,si,no,87.8,no
CL01621,32,209,6,7,9974,3916,no,si,90.4,no
CL01622,68,61,7,6,128,73,no,si,86.1,no
CL01623,31,325,10,5,2768,1548,si,no,85.3,no
CL01624,23,705,4,7,1100,579,si,no,90,no
CL01625,42,153,6,3,3267,890,si,no,92.7,no
CL01626,44,231,5,2,850,304,no,si,85.3,no
CL01627,20,271,2,4,1174,618,no,no,94.4,no
CL01628,47,167,7,8,3084,781,si,no,91.5,no
CL01629,50,73,10,5,1737,585,no,si,84.6,no
CL01630,50,110,6,2,572,199,no,no,95.7,no
CL01631,55,131,10,3,3642,1989,no,si,90.3,no
CL01632,58,414,9,1,10308,4682,no,no,91.9,no
CL01633,62,82,8,3,6176,2916,si,si,91.8,no
CL01634,44,113,4,5,3589,1590,si,no,88.1,no
CL01635,22,541,8,4,3406,2021,no,no,92.3,no
CL01636,63,115,10,2,979,363,si,si,94.6,no
CL01637,32,156,11,4,766,384,no,no,94.6,no
CL01638,50,403,7,1,1553,783,no,si,91.3,no
CL01639,28,105,7,3,2183,969,si,no,94.5,no
CL01640,41,264,6,4,454,217,si,no,89.4,no
CL01641,47,378,2,6,3503,1297,si,no,90.1,si
CL01642,31,307,3,4,1698,366,si,no,94.9,no
CL01643,40,217,3,3,700,389,si,no,95.2,no
CL01644,20,733,6,7,1459,789,no,no,85.9,no
CL01645,70,836,6,2,2533,1434,si,no,86,no
CL01646,19,464,7,6,4703,2052,no,si,96,no
CL01647,35,82,5,5,2521,1039,no,no,90.8,no
CL01648,61,617,4,6,463,121,si,no,85.1,no
CL01649,26,401,4,7,958,506,si,no,85,no
CL01650,56,273,4,5,269,81,si,no,94.5,no
CL01651,60,172,8,5,3600,804,no,no,93.3,no
CL01652,42,157,6,4,342,203,no,no,100.3,no
CL01653,19,95,9,5,5317,1992,si,si,86.6,no
CL01654,41,71,7,4,780,NA,si,no,87.5,no
CL01655,63,127,7,3,593,164,no,si,89.7,no
CL01656,54,163,4,3,222,52,no,no,91.3,no
CL01657,69,393,6,2,959,380,si,si,94.7,no
CL01658,53,151,6,2,2989,1084,no,si,87.8,no
CL01659,37,243,2,4,980,413,si,no,90.7,no
CL01660,45,182,8,4,2413,582,si,no,96.2,no
CL01661,66,176,4,3,315,129,si,si,95.5,no
CL01662,42,237,13,4,2017,567,no,no,92.9,no
CL01663,34,662,6,5,5094,1173,si,no,94.7,no
CL01664,69,831,8,1,4258,1991,no,si,85.8,no
CL01665,65,90,10,2,493,153,no,no,92.7,no
CL01666,61,171,6,6,871,450,no,si,91.4,no
CL01667,66,251,7,7,1532,635,no,si,90.6,no
CL01668,63,189,9,5,360,214,si,no,92.5,no
CL01669,56,885,8,4,3327,1750,si,no,97.3,no
CL01670,21,404,5,2,1857,772,no,si,89,si
CL01671,59,98,3,6,7275,3736,si,si,94.1,no
CL01672,60,89,2,3,2271,1361,si,si,90.9,no
CL01673,56,346,6,1,4137,1484,si,no,96,no
CL01674,24,183,7,3,1991,932,no,si,89.9,no
CL01675,64,677,9,3,2601,1086,no,si,98.4,no
CL01676,29,139,9,1,564,239,si,si,89.5,no
CL01677,65,176,3,6,2356,990,no,no,95,no
CL01678,54,36,4,7,2980,1394,si,si,88.4,no
CL01679,36,187,7,6,2005,937,si,no,93.3,no
CL01680,68,223,9,3,1358,716,si,si,93.3,no
CL01681,35,295,4,6,1252,683,no,no,87.6,no
CL01682,69,8,2,5,5313,2535,si,no,97.5,no
CL01683,22,357,7,1,1806,439,no,no,96.9,no
CL01684,61,291,6,2,814,337,no,no,90.8,no
CL01685,38,173,6,5,657,294,si,no,93.2,no
CL01686,60,313,10,4,2023,1111,no,no,92.8,no
CL01687,55,58,3,4,303,70,no,no,88.3,no
CL01688,46,151,9,5,4113,2321,si,si,93.7,si
CL01689,44,72,5,3,1898,682,si,no,90.1,no
CL01690,36,9,7,3,1466,318,no,no,89.2,no
CL01691,69,43,6,4,833,174,si,si,91.2,no
CL01692,54,192,6,5,747,386,no,si,90.4,no
CL01693,49,397,7,4,2100,849,si,si,90.3,no
CL01694,66,201,5,5,4916,2034,si,no,96.9,no
CL01695,48,141,9,5,3355,1039,si,no,92.2,no
CL01696,44,67,2,3,1686,655,no,no,90.6,no
CL01697,68,201,4,1,189,96,si,si,90.6,no
CL01698,54,179,7,6,1062,468,si,no,90.5,no
CL01699,41,214,6,3,751,377,si,si,99.3,no
CL01700,69,419,3,6,8558,4679,no,no,99.4,no
CL01701,25,121,4,3,1198,NA,no,no,86.2,no
CL01702,63,386,4,5,5576,3019,no,no,90.5,no
CL01703,38,42,2,5,3545,NA,no,no,88.7,no
CL01704,56,54,9,2,1571,689,si,si,92,si
CL01705,19,202,7,4,162,43,no,no,87.9,no
CL01706,35,174,4,5,2820,841,si,no,92,no
CL01707,55,119,7,3,705,268,no,no,93.5,no
CL01708,37,14,5,3,2090,1037,si,no,96.8,no
CL01709,58,315,5,2,6277,2580,si,no,93.1,no
CL01710,63,193,8,3,1099,270,no,no,96.3,no
CL01711,69,433,4,7,437,212,si,si,101.8,no
CL01712,43,110,7,3,1277,763,si,no,88.3,no
CL01713,24,218,4,1,868,205,no,no,86.9,no
CL01714,40,14,4,4,3941,1103,si,no,91.3,no
CL01715,46,85,13,4,3999,1356,si,no,93.8,si
CL01716,47,374,12,5,959,496,no,no,93.8,no
CL01717,69,84,7,7,1688,419,no,si,94.8,si
CL01718,59,41,4,3,759,309,si,si,91.1,no
CL01719,45,546,1,4,1219,439,no,si,92.5,no
CL01720,41,319,4,2,443,149,si,no,88.7,no
CL01721,33,472,6,4,1400,767,no,no,88.6,si
CL01722,29,134,3,6,2629,1209,no,no,94.3,no
CL01723,23,271,8,5,1050,320,si,no,103.5,no
CL01724,67,143,7,8,232,73,no,no,96.7,no
CL01725,21,104,9,3,1730,789,si,si,86.5,no
CL01726,47,836,4,5,1339,407,no,no,89.9,no
CL01727,33,116,8,3,4537,2067,no,si,89.2,no
CL01728,52,314,6,4,5361,2885,no,no,94.4,no
CL01729,51,143,3,5,595,305,si,si,91.2,no
CL01730,31,170,6,3,1863,408,si,no,95.3,no
CL01731,70,48,9,4,1795,482,si,si,91.3,no
CL01732,46,9,11,5,2600,793,si,no,88.9,si
CL01733,41,631,7,10,1449,393,no,no,93,si
CL01734,51,111,7,5,949,426,si,no,89.6,no
CL01735,19,429,10,2,3753,819,si,si,93.2,no
CL01736,35,342,5,3,6683,3880,si,no,94.9,no
CL01737,44,65,6,4,1310,310,si,no,85.9,no
CL01738,54,541,5,3,721,406,si,no,87.3,no
CL01739,37,576,7,3,2866,1167,no,no,95.2,no
CL01740,68,110,6,2,4740,1767,si,si,85,no
CL01741,42,180,6,2,443,250,no,no,89.9,no
CL01742,30,223,5,6,3132,728,si,si,96.8,no
CL01743,55,347,7,1,7346,NA,si,si,90.7,no
CL01744,33,348,6,4,1861,717,si,si,98,no
CL01745,21,179,8,5,1140,435,no,si,91.9,no
CL01746,23,238,6,6,6316,2929,no,no,96.7,no
CL01747,59,207,4,2,1328,335,no,no,92.6,no
CL01748,63,583,4,4,1795,364,si,si,91.9,no
CL01749,23,286,11,3,1178,516,si,no,93.4,no
CL01750,54,292,4,6,8849,4012,no,no,87.9,no
CL01751,30,222,5,4,2162,630,si,no,94.8,no
CL01752,22,74,3,6,1487,889,si,no,93.1,no
CL01753,34,241,5,6,6429,2191,si,no,91.3,no
CL01754,41,189,5,2,498,137,si,no,97.5,no
CL01755,27,313,6,4,3408,2017,no,no,98.9,no
CL01756,31,294,12,6,3383,1116,no,si,92.5,no
CL01757,69,126,7,5,1298,610,no,si,92.2,no
CL01758,59,189,5,2,3005,1231,si,no,93.9,no
CL01759,49,54,4,3,6736,3486,no,si,88.5,no
CL01760,22,58,6,5,1432,468,si,si,89.8,no
CL01761,70,209,6,1,1652,621,si,si,92,no
CL01762,58,39,4,3,3860,1791,si,no,93,no
CL01763,43,716,11,3,1871,890,no,no,93.8,no
CL01764,49,49,8,6,5135,1411,no,si,92.7,no
CL01765,69,268,7,6,111,53,si,si,92,no
CL01766,24,29,7,2,1951,816,no,no,84.7,no
CL01767,62,395,6,5,7394,2281,si,si,88.5,si
CL01768,40,207,8,3,2470,1130,no,si,95.9,no
CL01769,21,297,6,5,1918,504,si,si,95.9,no
CL01770,28,120,10,1,3587,2050,si,no,94.2,no
CL01771,37,614,9,5,372,108,si,no,91.2,no
CL01772,56,190,3,4,1700,368,si,si,86.6,no
CL01773,31,211,5,3,3078,822,no,no,98.2,no
CL01774,59,161,1,2,2170,756,no,si,95.8,no
CL01775,69,270,9,3,1799,914,no,si,91.8,no
CL01776,37,77,11,4,1450,638,si,no,91.8,si
CL01777,37,137,5,5,3118,959,si,si,87.2,si
CL01778,43,312,4,4,1320,505,si,no,92.2,no
CL01779,46,95,9,5,1649,566,si,no,92.5,no
CL01780,43,70,5,2,2749,1162,no,si,93.3,no
CL01781,18,146,5,3,1792,545,no,si,91.7,no
CL01782,57,224,3,4,954,435,si,no,94.1,no
CL01783,38,305,11,5,13066,2886,si,no,87.6,si
CL01784,53,405,8,4,125,NA,si,no,95.5,no
CL01785,26,261,4,4,504,225,no,si,95.2,no
CL01786,43,194,7,3,389,85,si,no,92.4,no
CL01787,67,37,17,4,1390,329,si,si,88.8,si
CL01788,43,104,5,4,683,231,si,no,88.8,no
CL01789,46,211,2,2,1007,545,si,si,91.9,no
CL01790,27,341,6,2,371,142,no,no,92.5,no
CL01791,35,76,9,2,1968,988,si,no,90.8,no
CL01792,53,165,3,5,35322,20499,no,no,96.4,si
CL01793,56,120,6,3,782,467,no,no,87.3,no
CL01794,38,292,4,3,1153,675,si,no,98.4,no
CL01795,56,121,12,3,624,360,no,no,95.8,no
CL01796,56,68,9,4,456,169,si,no,91.7,no
CL01797,60,152,1,2,4965,2629,si,si,95.7,no
CL01798,68,281,8,4,3602,NA,no,no,88.2,no
CL01799,62,242,8,4,863,227,si,no,90,no
CL01800,23,232,5,3,1875,NA,si,no,83.7,no
CL01801,66,577,7,2,7546,3912,si,si,94.3,no
CL01802,69,82,3,6,3002,1658,si,si,94.4,no
CL01803,30,21,6,4,2266,782,no,no,96,no
CL01804,45,129,7,2,5466,2717,si,no,95.9,no
CL01805,43,879,5,3,5271,1408,si,si,87.8,si
CL01806,67,315,4,3,13150,7336,si,no,95.3,si
CL01807,56,409,7,5,5713,2758,si,no,94.7,no
CL01808,35,754,6,3,4417,2637,no,si,93.2,no
CL01809,33,334,5,3,2116,1090,si,no,91.3,no
CL01810,49,755,8,1,2112,1177,si,no,91.8,no
CL01811,56,85,6,5,783,211,si,no,96.7,no
CL01812,20,203,7,7,292,166,no,si,94.4,no
CL01813,37,355,4,3,1407,842,si,no,89.4,no
CL01814,37,83,5,2,474,210,no,no,88.9,no
CL01815,26,287,4,4,2170,641,si,si,92.5,si
CL01816,60,167,6,1,1248,334,si,no,94.8,no
CL01817,42,273,10,4,2513,698,si,si,97.4,si
CL01818,23,86,3,3,1054,358,no,no,89.9,no
CL01819,53,227,4,2,1485,470,no,no,84.3,no
CL01820,34,107,4,5,1165,532,si,si,89.7,no
CL01821,61,19,7,4,1402,301,no,si,94.7,no
CL01822,37,296,6,4,3207,815,si,si,94,no
CL01823,68,699,3,5,7333,2146,no,no,88.7,no
CL01824,46,260,2,2,773,321,si,no,93.9,no
CL01825,66,699,6,5,2865,707,si,no,85.6,no
CL01826,47,182,9,3,1866,742,no,no,95.1,no
CL01827,62,292,10,5,7443,2036,si,no,82.9,si
CL01828,36,256,8,4,2440,1316,no,no,91.6,si
CL01829,52,171,3,3,632,264,si,si,94,no
CL01830,32,562,7,3,991,503,no,si,94.5,no
CL01831,64,130,3,10,5780,3204,no,no,84.9,no
CL01832,62,269,5,4,977,524,si,si,100.5,no
CL01833,27,421,4,6,1786,800,si,no,93.4,no
CL01834,48,101,10,2,2308,NA,no,no,96.3,no
CL01835,65,523,6,4,1542,851,si,no,94,no
CL01836,31,103,9,2,1999,802,si,si,95.5,no
CL01837,41,195,3,2,5800,2935,si,no,88.9,no
CL01838,57,721,4,5,2851,1054,no,no,91.8,no
CL01839,41,466,5,2,792,391,si,no,84.2,no
CL01840,66,320,8,4,439,142,no,no,93.2,no
CL01841,18,408,9,4,1103,280,no,si,87.4,no
CL01842,21,213,7,4,2474,1162,no,no,94.9,no
CL01843,39,146,4,7,5207,1428,no,no,92.4,no
CL01844,64,273,7,3,2840,895,no,no,88.4,no
CL01845,58,44,5,3,4261,1911,si,si,91.8,no
CL01846,19,96,4,3,950,NA,no,si,95.3,no
CL01847,28,112,8,2,924,289,si,no,89.6,no
CL01848,53,163,7,2,1297,611,si,no,89.7,no
CL01849,67,250,7,4,2432,936,no,no,97.6,no
CL01850,63,375,8,4,982,583,si,no,96.9,no
CL01851,28,293,8,3,302,93,si,si,94.4,no
CL01852,25,391,8,5,454,223,si,no,95.5,no
CL01853,56,93,4,5,4941,NA,no,si,91.1,no
CL01854,69,141,9,2,4247,1876,si,no,86.2,no
CL01855,27,119,5,8,7050,3690,no,si,86.8,no
CL01856,24,205,5,5,603,140,si,no,90.9,no
CL01857,22,38,3,6,1554,774,no,no,82.5,no
CL01858,30,124,2,6,561,227,si,no,88.9,no
CL01859,68,144,6,5,3513,1326,si,no,90.5,no
CL01860,42,170,4,3,2395,531,si,no,93.2,no
CL01861,52,55,11,2,2432,1075,no,no,94.3,no
CL01862,40,521,7,3,1160,487,si,no,87.8,no
CL01863,70,106,9,8,1894,623,si,si,96.1,no
CL01864,31,373,4,3,2850,666,si,no,99.4,no
CL01865,33,108,4,2,981,378,si,no,93.1,no
CL01866,33,177,8,1,1755,810,no,si,83.7,no
CL01867,36,665,4,10,4980,2320,si,si,83.8,no
CL01868,19,145,5,3,1198,243,no,no,88.3,no
CL01869,39,361,5,3,2106,773,si,no,90.5,no
CL01870,34,168,6,4,2115,470,no,si,90.6,no
CL01871,54,175,7,2,3589,2055,no,si,99.7,no
CL01872,41,108,4,4,731,204,no,no,94,no
CL01873,60,245,4,3,1467,701,si,si,88,no
CL01874,65,348,6,1,1153,388,no,si,103.5,no
CL01875,60,294,5,3,11007,2452,si,si,91.2,no
CL01876,24,68,6,3,2318,915,si,no,91.9,no
CL01877,24,250,8,4,6082,2808,si,no,88.4,no
CL01878,30,129,4,2,700,193,si,si,93.3,no
CL01879,40,178,9,4,2589,913,si,no,93.2,no
CL01880,52,139,7,3,170,58,si,no,91.9,si
CL01881,40,67,5,3,3537,1231,si,si,97.2,no
CL01882,40,277,8,4,2446,1364,no,no,98.6,no
CL01883,38,207,1,7,1337,270,si,si,87.6,no
CL01884,34,917,8,2,2104,921,si,no,92.6,no
CL01885,29,502,4,3,405,109,si,si,93.9,no
CL01886,32,154,6,6,4932,1451,no,no,84.6,no
CL01887,60,515,3,9,4103,1819,si,si,94.7,no
CL01888,62,110,4,6,1607,343,si,no,90.3,no
CL01889,24,17,5,6,814,429,no,no,93.1,no
CL01890,48,510,6,6,12137,4257,si,no,89.9,no
CL01891,53,111,9,4,365,138,no,si,87.2,no
CL01892,26,81,6,4,4097,838,si,si,96.2,no
CL01893,24,215,4,2,2531,NA,no,si,95.1,no
CL01894,22,331,7,2,759,339,si,si,96.2,no
CL01895,58,122,5,5,409,197,no,no,105.8,no
CL01896,40,1039,3,2,1034,325,si,si,89.7,no
CL01897,48,137,6,4,2767,1318,si,si,90.4,no
CL01898,32,95,4,3,3228,1902,no,si,95.8,no
CL01899,53,490,6,4,4176,1384,si,no,94.4,no
CL01900,58,134,6,5,544,220,no,si,94,no
CL01901,28,83,3,4,430,104,no,si,91.3,no
CL01902,64,513,10,3,2555,623,no,no,94.3,no
CL01903,47,185,7,2,325,177,no,no,94.8,no
CL01904,28,232,7,3,1039,566,si,si,90.1,no
CL01905,19,158,4,5,1106,370,si,no,90.7,no
CL01906,44,227,3,5,916,309,no,no,99.6,si
CL01907,50,219,9,4,2270,1314,si,no,90,no
CL01908,62,279,0,5,3153,1582,no,no,89.8,no
CL01909,46,308,4,4,2566,NA,si,si,97.4,no
CL01910,58,119,8,4,12550,NA,si,no,97.7,si
CL01911,63,86,6,4,593,288,no,si,92.7,no
CL01912,43,381,12,5,5606,3232,no,si,95.3,no
CL01913,29,513,12,1,1207,496,no,no,90.2,no
CL01914,47,31,4,3,16599,7090,no,no,95.9,no
CL01915,36,208,5,4,2331,1331,no,no,90.1,no
CL01916,22,375,5,2,3664,1156,si,no,96.8,no
CL01917,68,101,6,2,3862,NA,si,no,96.3,no
CL01918,55,88,3,5,1035,257,no,no,86.4,si
CL01919,59,344,5,1,3414,1385,si,no,85.2,no
CL01920,62,348,7,5,364,146,no,si,85.3,no
CL01921,27,129,10,5,5179,2536,si,si,94.4,no
CL01922,26,221,7,8,309,141,no,no,89.6,no
CL01923,69,158,6,5,2191,762,si,no,93.2,no
CL01924,64,596,1,4,2868,1552,si,no,97.1,no
CL01925,23,351,6,6,593,182,si,no,96.4,no
CL01926,20,489,3,3,6377,2218,si,si,99,no
CL01927,33,90,2,2,1403,NA,no,si,102.8,no
CL01928,52,354,10,4,1000,538,no,si,93.1,no
CL01929,58,38,3,3,2242,462,no,no,89.6,no
CL01930,36,61,4,2,3389,836,si,si,99.3,no
CL01931,22,359,6,1,370,140,no,no,89.1,no
CL01932,43,107,8,3,1454,530,si,si,91.3,no
CL01933,26,122,9,2,1424,456,no,no,91.5,si
CL01934,57,211,7,5,1330,286,no,si,99.1,no
CL01935,69,242,5,7,1524,861,no,si,95,no
CL01936,24,197,3,7,741,183,no,no,93.5,no
CL01937,63,355,6,4,1945,NA,no,si,91.6,no
CL01938,70,194,2,1,3680,945,si,no,86.4,no
CL01939,60,199,5,5,934,192,si,no,91.1,no
CL01940,29,287,7,6,402,164,no,si,88.3,no
CL01941,51,434,5,4,3496,NA,si,no,93.5,no
CL01942,69,79,7,4,1618,958,si,si,89.1,no
CL01943,19,151,5,6,6685,3109,no,si,91.7,no
CL01944,46,157,5,1,240,142,no,no,100,no
CL01945,44,75,10,2,5092,1089,si,no,90.6,si
CL01946,55,236,4,3,790,406,si,si,99.2,no
CL01947,41,51,5,2,2764,1376,no,no,95.7,no
CL01948,55,145,1,6,1080,488,no,si,91.7,no
CL01949,35,170,4,6,1142,343,si,si,92.8,no
CL01950,66,142,4,5,1422,499,no,no,98.8,no
CL01951,42,159,8,2,2014,1156,no,si,95.5,no
CL01952,23,431,9,6,1030,298,no,si,90.9,no
CL01953,43,172,12,4,4028,2131,si,si,97.9,no
CL01954,50,52,11,4,5130,1951,no,si,85.6,no
CL01955,53,87,7,4,18512,5925,si,no,93.3,si
CL01956,54,306,3,4,2128,1066,si,si,94.9,no
CL01957,54,296,8,3,5548,1386,si,no,94.4,no
CL01958,46,302,6,5,704,417,no,no,93.7,no
CL01959,60,267,3,6,751,368,no,si,98.2,no
CL01960,31,34,10,5,1015,511,si,si,87.7,si
CL01961,20,187,7,3,2352,856,no,no,86.2,no
CL01962,41,193,5,2,601,244,si,no,87.9,no
CL01963,42,202,2,6,4259,1491,no,no,80.8,no
CL01964,37,17,8,3,819,470,no,no,93.1,no
CL01965,31,181,1,4,3981,1816,si,si,93.2,no
CL01966,52,117,8,3,5511,2051,no,no,96.4,no
CL01967,20,225,11,8,225,132,si,si,89.9,no
CL01968,40,88,8,4,1508,789,no,no,89,no
CL01969,18,115,8,5,3950,1602,no,si,88.8,no
CL01970,55,86,5,3,1158,275,si,no,98.9,no
CL01971,20,342,6,3,4311,964,si,no,92.4,no
CL01972,19,140,9,8,2223,NA,si,si,88.6,no
CL01973,44,191,5,5,2259,768,no,no,90.6,no
CL01974,60,73,7,7,1661,360,no,no,93.4,no
CL01975,58,276,8,6,1411,685,no,no,89.4,no
CL01976,25,108,4,6,3524,1694,no,no,93.4,si
CL01977,37,540,9,7,657,288,no,no,96.1,no
CL01978,49,54,5,4,1326,604,si,no,90.1,no
CL01979,29,853,3,2,982,246,no,no,91.8,no
CL01980,32,71,6,7,2750,1383,no,no,85.9,si
CL01981,56,212,9,3,4215,1963,no,no,90,no
CL01982,49,474,6,4,515,NA,si,si,93.1,no
CL01983,51,220,9,4,2182,722,no,no,95.1,no
CL01984,52,260,5,3,8596,4909,si,si,85.1,no
CL01985,61,436,6,4,3318,698,si,si,94.8,no
CL01986,28,335,11,7,1472,868,si,si,92.3,no
CL01987,53,598,11,6,1527,666,si,no,92.6,no
