id_poliza,valor_auto_miles,valor_factura_miles,antiguedad_auto,km_anuales_miles,tipo_vehiculo,edad_conductor,anios_licencia,es_conductor_joven,siniestros_previos,multas_ultimo_anio,uso_principal,ciudad,tiene_garage,tipo_cobertura,forma_pago,prima_anual_mxn
834,299.5,305.8,8,11.7,suv,18,0,si,0,1,mixto,Monterrey,si,amplia,anual,12543
835,464.7,473.3,5,23.8,hatchback,52,28,no,3,2,personal,Otra,no,rc,anual,13622
836,263.9,269.6,10,17,sedan,23,2,si,0,1,personal,Guadalajara,no,amplia,anual,11575
837,NA,226.9,3,15.4,suv,18,0,si,1,0,personal,Otra,si,amplia,anual,11603
838,340.9,347.4,2,12.2,pickup,18,0,si,0,0,personal,Otra,si,amplia,anual,11411
839,1107.4,1135.1,11,32.1,sedan,68,40,no,0,0,personal,CDMX,si,amplia,anual,17976
840,404.2,426.2,0,15.5,hatchback,31,12,no,2,0,personal,Guadalajara,no,amplia,anual,12555
841,253.4,261,2,20.3,pickup,55,25,no,2,1,mixto,CDMX,no,limitada,anual,11709
842,250.6,252.6,6,15.7,compacto,39,21,no,1,0,mixto,CDMX,si,amplia,anual,8903
843,120,114.3,9,10.7,compacto,47,23,no,0,0,personal,CDMX,si,limitada,anual,5940
844,198.7,203.5,3,10.8,suv,48,21,no,0,1,mixto,CDMX,no,limitada,anual,7635
845,346,348,7,23.7,suv,19,0,si,4,1,personal,CDMX,si,amplia,anual,17798
846,686.4,703.4,9,13.6,hatchback,19,1,si,0,0,personal,CDMX,si,amplia,anual,16805
847,418.2,419.1,5,7.5,pickup,54,32,no,1,0,personal,Guadalajara,NA,rc,anual,9751
848,500.5,512.3,2,16.2,compacto,35,11,no,0,2,personal,Guadalajara,si,amplia,anual,10040
849,570.5,593.5,5,17.2,sedan,20,2,si,2,1,personal,CDMX,no,limitada,anual,18492
850,120,111.9,7,10.4,pickup,49,24,no,0,0,mixto,Guadalajara,no,rc,anual,5663
851,988.8,1016,8,24.1,hatchback,32,12,no,1,0,comercial,Monterrey,si,limitada,anual,18249
852,235.7,233.2,7,25.8,hatchback,69,39,no,4,2,personal,Guadalajara,si,amplia,anual,10937
853,120,119.2,2,20.9,hatchback,63,35,no,0,1,personal,Guadalajara,si,limitada,anual,3249
854,296.8,293.2,10,22.4,suv,43,21,no,0,1,personal,Guadalajara,no,amplia,anual,9119
855,357.3,380.8,6,8.5,compacto,33,10,no,0,1,personal,Guadalajara,si,limitada,anual,6241
856,700.8,721.8,2,15.9,hatchback,53,27,no,0,0,comercial,Guadalajara,si,amplia,anual,11580
857,547.2,550.3,2,28.7,suv,46,20,no,2,0,personal,Guadalajara,si,limitada,anual,12116
858,198.2,213.5,0,8.8,sedan,39,20,no,0,0,personal,CDMX,si,limitada,anual,7735
859,220.4,224.3,7,17.3,sedan,60,30,no,0,0,personal,Monterrey,si,amplia,anual,6143
860,378.3,378.9,2,10.1,suv,29,3,no,2,0,personal,CDMX,si,limitada,anual,14053
861,201.1,192.5,15,19.2,compacto,42,19,no,0,1,personal,Monterrey,no,rc,anual,7000
862,837.1,849.3,2,24.9,compacto,18,0,si,0,1,mixto,Otra,no,limitada,anual,20445
863,176.6,175.7,8,12.8,compacto,33,11,no,0,2,personal,Otra,si,amplia,anual,6318
864,332.8,352.1,0,18.9,hatchback,46,24,no,0,1,personal,Guadalajara,si,rc,anual,7359
865,460.2,463.1,1,6.9,hatchback,53,32,no,0,0,personal,CDMX,no,amplia,semestral,9548
866,329.6,320.6,8,12.5,pickup,39,13,no,0,1,personal,Guadalajara,no,amplia,anual,9226
867,268.1,269.9,8,19.9,pickup,36,15,no,2,0,personal,Otra,no,amplia,anual,10206
868,121.7,127.2,14,20.1,pickup,33,7,no,3,1,personal,Guadalajara,si,rc,anual,8407
869,739.6,758.6,1,4,hatchback,45,19,no,3,1,personal,Otra,si,amplia,anual,16579
870,276.4,274.7,1,15.6,suv,45,25,no,3,0,personal,CDMX,si,rc,anual,10497
871,120,115.8,12,11.5,hatchback,47,24,no,0,2,mixto,Guadalajara,si,amplia,semestral,4403
872,516.7,541.2,8,17.9,suv,31,11,no,1,0,personal,Otra,si,amplia,anual,11785
873,369.7,360.1,9,7.1,sedan,37,18,no,1,0,comercial,Otra,si,rc,anual,9039
874,120,110.4,8,10.9,sedan,64,38,no,2,1,personal,Otra,no,amplia,anual,7622
875,423.2,426,3,17.5,suv,30,11,no,0,3,mixto,CDMX,si,amplia,anual,12106
876,120,122.7,6,12.4,sedan,35,12,no,1,0,personal,Otra,no,amplia,anual,7234
877,578.6,584.3,0,7.5,hatchback,58,35,no,2,2,personal,Otra,si,limitada,anual,11396
878,120,114.9,4,14.4,hatchback,27,6,no,1,1,personal,CDMX,si,limitada,semestral,7305
879,272.3,275,2,21.3,suv,47,25,no,2,0,personal,Monterrey,no,amplia,anual,12219
880,526.7,543,8,13.6,sedan,56,35,no,0,0,mixto,CDMX,NA,limitada,anual,8760
881,572,584.1,9,20.1,sedan,30,12,no,4,1,comercial,Otra,NA,limitada,anual,18408
882,758.4,761.9,6,15.5,compacto,47,23,no,0,1,comercial,Monterrey,si,amplia,anual,14730
883,319.9,317.2,7,17.4,hatchback,44,18,no,0,0,personal,CDMX,no,limitada,anual,8013
884,276.3,275.3,3,23.7,hatchback,29,7,no,1,0,mixto,CDMX,si,limitada,anual,9453
885,223.3,227.3,4,20.3,sedan,27,7,no,0,1,personal,CDMX,si,amplia,anual,8920
886,796.3,807.2,11,14.9,pickup,28,6,no,1,1,mixto,Monterrey,no,amplia,anual,16102
887,759.1,790.6,2,10.2,compacto,58,35,no,0,2,personal,CDMX,si,amplia,anual,14382
888,507.6,514.4,3,19.6,hatchback,18,0,si,0,0,comercial,CDMX,no,amplia,anual,18471
889,232.9,237.7,5,NA,compacto,47,26,no,0,2,personal,Guadalajara,si,limitada,anual,5911
890,428.7,440.1,2,18.6,hatchback,43,21,no,2,1,personal,CDMX,si,amplia,anual,12926
891,398.6,404,6,11.6,suv,35,12,no,1,1,personal,Guadalajara,no,amplia,anual,12063
892,315.5,318.9,9,19.1,hatchback,42,12,no,0,0,personal,Otra,si,amplia,anual,8154
893,385.4,395.9,7,21.6,hatchback,43,18,no,1,1,personal,Monterrey,si,limitada,anual,11151
894,270,268,7,12,suv,46,19,no,0,1,personal,Guadalajara,no,limitada,anual,9180
895,361.1,362.1,4,NA,suv,48,29,no,0,2,mixto,CDMX,si,amplia,anual,9841
896,426.4,420.2,13,18.7,suv,58,35,no,2,0,personal,CDMX,si,amplia,anual,12481
897,159.7,155.8,0,12.9,sedan,39,18,no,2,1,personal,Monterrey,no,amplia,anual,10002
898,263.1,267.6,18,13.6,hatchback,56,28,no,2,1,mixto,CDMX,no,amplia,anual,11473
899,120,117.9,10,15.9,pickup,64,41,no,0,1,comercial,Guadalajara,no,limitada,anual,6258
900,426.8,426.2,12,20.9,suv,52,26,no,1,0,personal,Guadalajara,no,limitada,anual,9796
901,308.6,315,7,18.7,sedan,23,5,si,1,0,mixto,Monterrey,si,limitada,anual,12158
902,228.6,237.3,9,25.1,hatchback,51,26,no,2,1,personal,Guadalajara,si,rc,anual,8280
903,787.5,792.2,3,NA,suv,25,2,si,1,3,personal,Monterrey,si,amplia,anual,19593
904,226.1,240.8,3,7.9,compacto,25,7,si,0,1,comercial,Monterrey,no,rc,anual,10031
905,244.3,254.1,5,10.3,hatchback,24,6,si,0,0,personal,CDMX,no,limitada,semestral,8441
906,NA,135.1,0,25.9,suv,27,2,no,1,0,personal,NA,no,limitada,anual,11607
907,288.3,282.6,10,19,compacto,28,7,no,0,0,personal,CDMX,si,limitada,anual,6093
908,350.7,351.6,1,24.6,suv,71,41,no,0,0,mixto,Guadalajara,si,amplia,anual,9105
909,167.6,170.7,6,18.3,pickup,32,4,no,1,0,mixto,CDMX,NA,limitada,anual,9358
910,215.7,198.5,2,12.5,suv,18,0,si,0,0,personal,Monterrey,no,amplia,anual,12149
911,411.1,430.3,12,12.7,sedan,29,1,no,2,0,mixto,Otra,si,amplia,anual,11345
912,419.2,427.6,8,14.8,hatchback,28,7,no,0,0,mixto,Otra,no,amplia,anual,10746
913,659.9,665.2,2,9,hatchback,62,37,no,2,1,personal,CDMX,si,amplia,anual,13626
914,520.9,533.5,7,22,compacto,36,16,no,0,0,personal,Monterrey,no,rc,anual,9502
915,198.4,211.2,7,10.8,suv,30,12,no,0,4,personal,Monterrey,si,amplia,anual,10406
916,372.7,367.5,4,22.9,hatchback,36,18,no,0,0,personal,Otra,no,limitada,anual,8093
917,728.3,743.9,3,25.3,sedan,60,31,no,2,1,personal,Otra,no,limitada,anual,17588
918,451.4,457.1,6,19.9,sedan,41,20,no,0,2,personal,Otra,si,amplia,anual,9775
919,350.2,357.8,11,13.2,compacto,46,18,no,1,0,personal,Guadalajara,no,amplia,anual,9360
920,147.4,155.7,1,2,compacto,37,18,no,0,3,comercial,CDMX,si,rc,anual,7486
921,1261.2,1289.2,6,15.4,sedan,44,17,no,0,1,mixto,CDMX,si,rc,anual,20885
922,702.9,713.1,11,19.2,sedan,56,32,no,0,0,personal,Otra,si,rc,anual,8222
923,337.6,356.9,6,21.8,pickup,37,14,no,0,0,personal,Guadalajara,no,amplia,anual,9537
924,382.8,394.7,11,23.9,suv,35,13,no,0,0,personal,CDMX,no,amplia,anual,13680
925,357.3,383.9,3,24.1,sedan,36,11,no,1,1,personal,Guadalajara,si,amplia,anual,10720
926,203.5,218.6,6,23.3,pickup,38,12,no,0,1,personal,NA,no,limitada,anual,8432
927,753,756.9,10,17.9,suv,44,22,no,2,1,personal,CDMX,si,amplia,anual,16393
928,129.6,133.8,5,23.4,sedan,43,24,no,0,1,personal,Otra,no,amplia,anual,7325
929,445.9,454.2,3,11,sedan,47,25,no,0,0,personal,Guadalajara,no,amplia,anual,9460
930,273.7,285.1,1,16.6,suv,26,4,no,0,0,personal,CDMX,no,rc,anual,9515
931,182.3,191.1,16,NA,hatchback,27,2,no,1,1,mixto,NA,NA,amplia,anual,8828
932,429.9,441.8,2,19.3,suv,61,29,no,1,1,personal,Otra,si,limitada,anual,8776
933,676.8,692.6,9,14.8,suv,42,24,no,2,0,mixto,Monterrey,no,amplia,anual,16528
934,770.8,792.6,6,21.4,pickup,53,19,no,0,0,mixto,Monterrey,no,limitada,anual,14867
935,205.1,200.9,4,17.2,hatchback,72,44,no,0,3,mixto,Monterrey,si,rc,anual,6538
936,510.2,516.9,5,12.2,compacto,65,39,no,0,0,personal,Monterrey,no,amplia,anual,8851
937,129.5,138.2,2,26.9,suv,49,25,no,0,0,comercial,Monterrey,si,amplia,anual,7359
938,447.2,466.6,2,13.7,hatchback,52,26,no,2,0,mixto,CDMX,si,amplia,anual,12536
939,252.8,268.6,6,14.5,pickup,36,16,no,2,0,personal,Otra,no,limitada,anual,8927
940,723.9,741.8,5,20.9,suv,30,10,no,1,0,personal,Otra,si,limitada,anual,14193
941,564.7,579.8,8,14.9,hatchback,34,16,no,1,2,personal,Monterrey,NA,amplia,anual,12501
942,NA,567.8,5,12.1,hatchback,38,10,no,1,1,personal,Monterrey,si,amplia,anual,12444
943,120,124.9,8,28.8,compacto,36,12,no,0,0,personal,Guadalajara,no,limitada,anual,7027
944,492.8,509.4,4,20.6,compacto,28,5,no,4,0,personal,CDMX,NA,rc,anual,16434
945,866.7,886.9,6,11.3,suv,52,27,no,0,0,comercial,CDMX,si,amplia,anual,15670
946,220.5,231.9,15,13,hatchback,42,17,no,0,0,mixto,Guadalajara,si,amplia,anual,7699
947,120,138.7,2,17.8,suv,65,39,no,1,2,personal,Otra,no,amplia,anual,7721
948,354.1,358.2,11,18.3,hatchback,35,8,no,0,0,personal,Otra,si,rc,anual,6656
949,309.7,326,1,NA,suv,39,13,no,4,2,personal,Monterrey,si,amplia,anual,15014
950,120,130.7,7,17.8,suv,41,16,no,0,2,personal,Otra,si,limitada,anual,6748
951,260.1,282.5,8,6,pickup,69,42,no,0,2,personal,Monterrey,si,limitada,anual,6552
952,384,375.2,3,14.1,suv,52,26,no,0,1,personal,Otra,si,rc,anual,8252
953,280.2,301.3,5,10.7,suv,47,23,no,0,0,personal,Monterrey,no,amplia,anual,8012
954,465.1,475.4,2,13.2,hatchback,57,27,no,3,0,comercial,CDMX,no,amplia,anual,16183
955,363.2,375.9,7,18.9,compacto,67,39,no,1,0,personal,CDMX,si,rc,anual,6231
956,311.5,311.9,3,25.4,sedan,47,21,no,2,1,mixto,Guadalajara,si,amplia,anual,11807
957,NA,175.7,8,18.2,suv,63,36,no,0,0,mixto,CDMX,no,amplia,anual,8676
958,559.6,563.6,10,18.7,suv,62,32,no,0,0,personal,Guadalajara,si,amplia,anual,11830
959,120,128.9,7,12.1,compacto,46,22,no,1,0,personal,Monterrey,si,amplia,anual,7038
960,480.4,487.5,2,20.5,sedan,46,19,no,0,0,personal,Otra,si,rc,anual,6726
961,373.7,398.8,5,19.5,sedan,57,32,no,1,0,personal,CDMX,no,amplia,anual,9763
962,144.8,148.5,1,20.9,compacto,41,20,no,0,0,mixto,Guadalajara,si,amplia,anual,4751
963,700.8,719.3,12,8,suv,55,31,no,0,2,comercial,Monterrey,no,limitada,anual,13916
964,152.5,155.3,3,14.4,compacto,44,23,no,1,0,mixto,CDMX,si,limitada,anual,9321
965,732.6,752.6,1,13.1,sedan,42,24,no,0,0,personal,Monterrey,no,limitada,anual,13115
966,444.5,465.6,14,5.4,sedan,45,21,no,0,2,personal,Otra,si,amplia,anual,7024
967,757.5,777.2,9,15.8,compacto,24,6,si,1,0,personal,Guadalajara,no,amplia,anual,17841
968,564.8,574.2,1,11.3,compacto,45,19,no,0,2,personal,CDMX,si,rc,anual,9868
969,293.9,296.9,10,10.8,pickup,35,16,no,1,0,personal,Otra,si,amplia,anual,9395
970,613.1,620.2,13,13.6,pickup,25,6,si,0,0,personal,Guadalajara,no,amplia,anual,13765
971,344.1,348.6,11,16.4,compacto,18,0,si,3,1,mixto,CDMX,no,amplia,anual,18089
972,464.8,491.9,14,8.6,suv,19,0,si,0,2,personal,CDMX,si,amplia,anual,14181
973,489.6,493.4,0,19.2,sedan,20,0,si,3,1,personal,CDMX,si,limitada,anual,17530
974,608.8,629,1,15.4,compacto,39,16,no,0,0,personal,Otra,no,amplia,anual,10765
975,297.7,310.1,4,25.7,pickup,43,21,no,0,1,personal,Monterrey,si,limitada,anual,8692
976,150.7,150.4,13,16.9,sedan,18,0,si,0,0,personal,Otra,si,rc,anual,7279
977,671.4,666.7,3,4.3,hatchback,38,20,no,0,1,personal,Otra,si,rc,anual,10789
978,321.4,340.9,2,17,compacto,40,18,no,0,0,personal,Guadalajara,si,amplia,anual,8081
979,531,541.4,7,13.4,pickup,38,13,no,1,0,mixto,Guadalajara,no,amplia,anual,12596
980,633.8,644.1,12,5.2,sedan,41,22,no,0,0,comercial,Guadalajara,no,amplia,anual,12437
981,539.6,548.3,0,21.4,sedan,54,29,no,2,1,mixto,Monterrey,si,amplia,anual,14750
982,630.9,647.4,2,13.5,suv,58,37,no,2,1,personal,Monterrey,si,limitada,anual,13277
983,328.2,335.3,9,6.3,sedan,32,12,no,2,2,personal,Otra,no,amplia,anual,10876
984,258.1,262.7,0,18.1,hatchback,64,40,no,0,1,mixto,Otra,si,amplia,anual,6986
985,338.5,349.4,11,19,pickup,64,33,no,0,3,personal,Guadalajara,no,amplia,anual,10757
986,339.5,348,15,13.4,compacto,40,19,no,0,0,personal,CDMX,si,amplia,anual,7244
987,362,359.8,7,22.2,compacto,26,8,no,1,2,personal,Guadalajara,si,amplia,anual,10907
988,893,907.7,3,13.7,sedan,39,18,no,1,1,personal,Otra,si,limitada,anual,13824
989,227,237.3,4,13.5,hatchback,37,15,no,0,0,personal,Monterrey,no,amplia,anual,7709
990,926.9,932.2,1,18.8,suv,46,17,no,5,1,personal,Monterrey,si,limitada,anual,21500
991,148,163,4,19.2,sedan,34,12,no,0,1,personal,Monterrey,si,amplia,anual,7711
992,NA,364.5,4,29.9,suv,34,11,no,0,1,personal,CDMX,no,amplia,anual,11431
993,216.5,225,14,12.3,pickup,28,7,no,3,0,personal,Otra,si,amplia,anual,10123
994,176.9,180.6,8,17.2,hatchback,33,10,no,0,3,personal,CDMX,no,rc,anual,7762
995,318.7,338.6,15,19.1,suv,36,15,no,0,0,personal,Otra,si,rc,anual,5151
996,899.4,919.7,1,8.6,hatchback,40,20,no,0,1,personal,CDMX,no,limitada,anual,15635
997,866.1,869,5,4.5,sedan,67,39,no,1,1,mixto,Guadalajara,no,amplia,anual,16175
998,364.9,371.9,10,12.9,suv,54,25,no,1,1,personal,Otra,no,limitada,anual,10230
999,468.1,467.6,5,30.3,sedan,26,5,no,2,1,mixto,CDMX,no,amplia,anual,16363
1000,419.4,413.2,6,12.8,compacto,38,19,no,1,1,comercial,Monterrey,no,rc,anual,12587
1001,288.1,293.5,17,16.6,sedan,54,24,no,5,1,personal,CDMX,si,amplia,anual,12617
1002,284.4,280.2,6,21.9,suv,54,28,no,0,2,mixto,Guadalajara,no,limitada,anual,10415
1003,433.4,453.4,4,16.9,hatchback,35,12,no,0,0,personal,Otra,si,limitada,anual,6909
1004,120,93.6,6,21.3,hatchback,29,11,no,0,2,mixto,Monterrey,si,amplia,anual,8028
1005,548.4,568.9,4,12.1,compacto,38,15,no,0,1,personal,Monterrey,si,limitada,anual,11146
1006,803.7,817.7,6,19.3,compacto,30,12,no,0,1,mixto,Otra,no,amplia,anual,15786
1007,293.4,316.5,4,8.6,compacto,59,32,no,0,1,mixto,CDMX,si,amplia,anual,7841
1008,185.7,203.1,14,21.2,sedan,29,3,no,0,3,personal,Otra,si,rc,anual,5177
1009,257.4,263.4,4,10.6,suv,36,15,no,3,1,comercial,Monterrey,si,rc,anual,12882
1010,133.3,128.8,5,19.4,compacto,43,16,no,1,1,personal,NA,no,amplia,anual,6644
1011,162.3,158.3,5,19.8,pickup,30,7,no,1,2,personal,Otra,si,amplia,anual,8671
1012,1515.1,1533,9,NA,suv,56,30,no,0,2,personal,Otra,si,amplia,anual,22601
1013,NA,868.2,15,23.4,sedan,27,8,no,0,0,personal,NA,si,limitada,anual,12835
1014,265,267.4,10,14,hatchback,29,6,no,0,1,personal,Otra,si,amplia,anual,5904
1015,514.4,529.7,2,27.1,pickup,45,21,no,1,0,personal,CDMX,si,amplia,anual,13005
1016,305.4,314.9,2,6.4,compacto,39,17,no,0,2,comercial,Guadalajara,si,amplia,anual,10909
1017,900.5,896.7,3,11.3,hatchback,23,2,si,1,1,mixto,Monterrey,si,amplia,anual,20658
1018,465.6,465.1,6,19.1,compacto,26,2,no,1,0,mixto,Otra,no,amplia,anual,12321
1019,120,135.9,9,NA,hatchback,28,3,no,1,1,personal,CDMX,si,amplia,anual,9195
1020,132.4,138.1,0,18,hatchback,35,10,no,1,0,personal,Guadalajara,si,amplia,anual,8031
1021,NA,114.7,3,19.7,compacto,42,22,no,0,1,mixto,CDMX,NA,rc,anual,6747
1022,637.6,648.6,8,21,suv,47,19,no,0,0,mixto,Otra,si,amplia,anual,11570
1023,868.8,871.6,5,6,compacto,45,23,no,0,1,personal,CDMX,si,limitada,anual,13285
1024,120,127.9,13,26.8,sedan,53,29,no,0,0,personal,Otra,si,limitada,anual,3144
1025,406.8,420.1,11,12.8,compacto,44,16,no,0,0,personal,Otra,si,rc,anual,6246
1026,465.7,487.1,9,19.6,hatchback,34,10,no,1,1,personal,NA,si,limitada,anual,7927
1027,555.4,565,7,13.3,suv,35,12,no,0,0,personal,Otra,no,amplia,anual,11166
1028,417.7,424.9,10,21.6,pickup,21,3,si,0,1,personal,Otra,si,amplia,anual,12925
1029,765.1,776.9,3,13.7,compacto,52,30,no,1,3,personal,Guadalajara,si,amplia,anual,14467
1030,120,121.2,17,NA,sedan,48,28,no,1,0,personal,CDMX,si,amplia,anual,6305
1031,123.7,137.4,14,20.6,sedan,59,32,no,0,0,personal,Otra,no,rc,anual,6134
1032,198.4,199.5,0,29,sedan,18,0,si,1,0,personal,CDMX,no,amplia,anual,12960
1033,445.9,450.7,3,13.8,hatchback,57,35,no,1,1,personal,Guadalajara,si,limitada,anual,10228
1034,149.7,151,0,21.3,hatchback,38,18,no,0,0,personal,Otra,no,amplia,anual,7381
1035,515.1,515.1,6,10.6,suv,55,27,no,4,0,comercial,CDMX,no,limitada,anual,16130
1036,213.9,214.4,2,20.6,suv,46,24,no,0,1,personal,Monterrey,si,rc,anual,5769
1037,120,120.5,1,12.7,sedan,22,4,si,0,0,mixto,CDMX,no,amplia,anual,11055
1038,351.7,374.6,8,21.7,sedan,32,11,no,0,0,personal,Guadalajara,si,limitada,anual,6940
1039,753.8,768.9,3,20.1,compacto,24,4,si,0,2,mixto,Monterrey,no,amplia,anual,19989
1040,726.1,729.5,13,22.6,hatchback,39,19,no,1,0,personal,CDMX,si,amplia,anual,13994
1041,277.8,287.5,5,14.1,sedan,22,2,si,1,0,personal,Otra,si,amplia,anual,10921
1042,472.5,472.3,5,14.9,hatchback,31,11,no,0,0,personal,CDMX,si,rc,anual,11532
1043,617.5,623,6,12.9,pickup,38,18,no,5,1,comercial,Monterrey,no,limitada,anual,19479
1044,136.3,138.8,8,10.8,sedan,32,11,no,0,0,personal,CDMX,si,rc,anual,4967
1045,287.3,279.7,2,10,pickup,46,23,no,0,0,personal,CDMX,si,amplia,anual,7720
1046,315,304.1,6,9.7,hatchback,73,42,no,3,2,personal,NA,si,rc,anual,8805
1047,465.2,484.7,1,22.2,compacto,53,27,no,0,1,personal,Guadalajara,no,limitada,anual,8489
1048,NA,632.5,0,6.2,compacto,23,2,si,0,0,mixto,Otra,si,amplia,anual,15005
1049,597.4,602.2,6,10.3,compacto,65,41,no,1,0,personal,Guadalajara,si,amplia,anual,10400
1050,346.6,364.1,4,13.9,compacto,22,2,si,0,1,personal,CDMX,si,amplia,anual,11616
1051,235.3,225.5,3,20.6,suv,25,4,si,1,0,comercial,Guadalajara,si,rc,anual,12543
1052,296.6,308,11,5.1,suv,51,25,no,0,2,comercial,CDMX,si,limitada,anual,9995
1053,623.9,644.5,3,21.1,hatchback,58,29,no,0,0,personal,Guadalajara,si,amplia,anual,11344
1054,171.3,184.7,0,14.9,sedan,46,19,no,0,1,personal,Otra,no,rc,anual,5858
1055,700.8,701.5,2,17.7,sedan,45,21,no,1,0,personal,NA,no,rc,anual,14384
1056,131.9,128.2,12,12.4,sedan,55,34,no,0,1,personal,CDMX,si,amplia,anual,4819
1057,160.2,174.2,1,14.1,sedan,49,29,no,0,0,personal,Otra,si,rc,anual,4652
1058,274,278.8,8,19.6,compacto,51,29,no,0,0,personal,CDMX,no,amplia,anual,6587
1059,141.9,150.8,13,17.9,hatchback,58,34,no,1,0,mixto,NA,si,limitada,anual,5504
1060,381.7,386.2,8,13.5,pickup,46,21,no,2,0,personal,CDMX,no,amplia,anual,11358
1061,355.7,367.9,13,8,suv,53,29,no,0,1,personal,CDMX,NA,amplia,anual,8380
1062,370.2,379.6,15,21.6,sedan,51,23,no,0,1,personal,Monterrey,no,rc,anual,6798
1063,120,129.3,6,17.7,suv,18,0,si,2,1,personal,Guadalajara,si,limitada,anual,12086
1064,160.5,166.1,6,2.5,hatchback,51,28,no,0,0,mixto,Guadalajara,si,amplia,anual,6834
1065,627.1,642.3,3,5.4,hatchback,46,20,no,0,0,personal,Guadalajara,no,rc,anual,11107
1066,294,295.2,14,10.9,compacto,33,11,no,3,0,personal,Otra,no,amplia,anual,10322
1067,591.3,602.8,0,15.8,sedan,48,26,no,0,1,personal,CDMX,no,limitada,semestral,12966
1068,221.5,239.2,12,5.6,sedan,38,14,no,3,2,personal,Guadalajara,si,amplia,anual,10805
1069,120,118,11,17,suv,40,17,no,1,0,personal,Monterrey,si,amplia,anual,7402
1070,148.6,150.2,10,17,suv,43,14,no,4,0,personal,Monterrey,si,limitada,anual,10361
1071,330.5,329.9,2,21.2,suv,47,19,no,1,2,mixto,Monterrey,si,amplia,anual,11760
1072,402.9,412.1,5,19.4,hatchback,18,0,si,1,0,personal,CDMX,si,amplia,anual,13463
1073,322.4,329,1,18.2,suv,61,33,no,2,0,personal,CDMX,no,rc,anual,11183
1074,461.9,479.5,13,17.9,sedan,54,27,no,0,2,comercial,Monterrey,si,amplia,anual,11368
1075,897.7,919,5,25.1,hatchback,51,24,no,1,1,mixto,Otra,si,amplia,anual,16579
1076,443.9,452.8,4,19,pickup,45,15,no,3,1,personal,Monterrey,si,limitada,anual,14327
1077,120,133.4,6,18.6,sedan,52,27,no,0,0,personal,Otra,no,amplia,anual,5733
1078,120,122.6,8,5.1,compacto,42,22,no,1,2,comercial,Monterrey,no,amplia,anual,9100
1079,331.3,336,1,20,hatchback,45,21,no,0,0,personal,Otra,si,amplia,anual,6143
1080,174.1,175.7,2,13.7,sedan,50,31,no,1,0,mixto,Guadalajara,si,amplia,anual,9044
1081,313.1,307.4,0,12.6,compacto,21,0,si,1,1,personal,Otra,no,amplia,anual,11977
1082,814.3,838.8,6,10.5,suv,58,31,no,1,1,personal,Guadalajara,si,amplia,anual,14205
1083,225.5,227.5,9,17.8,suv,22,4,si,0,0,personal,Otra,no,limitada,anual,8980
1084,1154.6,1184.9,5,26.9,compacto,18,0,si,1,0,personal,Monterrey,no,amplia,anual,24934
1085,274.4,275.6,1,21.3,sedan,54,32,no,0,0,personal,Monterrey,si,amplia,anual,7595
1086,241.2,252.6,10,15,sedan,34,10,no,0,2,personal,Monterrey,si,limitada,anual,7368
1087,198.5,208.4,4,20.2,compacto,53,31,no,0,2,personal,Otra,no,rc,anual,5012
1088,442.4,453.4,5,17.8,sedan,28,10,no,0,1,personal,Otra,si,limitada,anual,10136
1089,120,116.2,14,NA,suv,33,9,no,0,0,personal,CDMX,no,limitada,anual,7584
1090,267.4,270.1,5,8.3,compacto,30,10,no,0,2,personal,Otra,si,limitada,semestral,5498
1091,283.5,287.7,3,14.2,sedan,45,20,no,2,2,personal,Otra,si,rc,anual,8006
1092,772.1,797.2,12,22,compacto,51,28,no,0,1,mixto,Otra,no,amplia,anual,13858
1093,222.9,216.3,5,28.3,sedan,78,50,no,0,2,mixto,CDMX,no,amplia,anual,9000
1094,250.3,264.3,14,10.5,hatchback,49,28,no,0,0,mixto,Monterrey,si,limitada,anual,6584
1095,517.5,525.7,11,17.1,suv,61,31,no,1,0,personal,Guadalajara,si,amplia,anual,9643
1096,485.3,488.2,1,15.7,sedan,72,46,no,1,1,comercial,CDMX,si,limitada,anual,11206
1097,344.2,349.7,5,24.2,hatchback,56,25,no,4,1,mixto,Otra,si,amplia,anual,13962
1098,240.3,228.4,8,15,sedan,47,19,no,0,1,mixto,Otra,no,rc,anual,4107
1099,120,114.9,2,12.9,sedan,47,20,no,1,1,personal,Otra,si,rc,anual,3963
1100,551.5,566,9,13.8,hatchback,38,17,no,0,2,personal,CDMX,si,rc,anual,9764
1101,120,128.3,16,2,suv,63,39,no,1,1,personal,Otra,si,amplia,anual,4908
1102,654.2,677.3,7,NA,sedan,58,35,no,1,0,personal,Otra,no,amplia,anual,11619
1103,247.2,249.7,12,24.4,suv,18,0,si,1,0,mixto,Monterrey,no,rc,anual,12327
1104,300.1,310.1,5,11.1,suv,29,9,no,3,2,personal,Guadalajara,no,amplia,anual,13773
1105,330.1,324,3,22.1,compacto,39,19,no,2,0,personal,CDMX,si,limitada,anual,11005
1106,470.1,482.4,5,NA,sedan,18,0,si,0,1,mixto,CDMX,no,limitada,anual,15120
1107,497.7,521.2,2,6.6,pickup,35,12,no,0,0,mixto,Otra,no,limitada,anual,10587
1108,714,729.4,1,3.6,compacto,54,27,no,4,1,personal,CDMX,no,amplia,anual,19420
1109,235.3,243.7,5,19.2,sedan,39,15,no,1,1,personal,CDMX,no,limitada,anual,8105
