id_sesion,edad,peso_kg,estatura_cm,genero,experiencia_meses,duracion_min,fc_promedio,fc_maxima,intensidad_rpe,temperatura_sala,tipo_ejercicio,turno,usa_smartwatch,kcal_quemadas
980,32,46.5,156,F,7,61,126,159,4,23,fuerza,vespertino,si,483
981,45,66,165,F,20,46,150,173,6,20,mixto,vespertino,si,457.4
982,33,52.8,157,F,16,62,152,190,6,21.4,cardio_moderado,vespertino,si,580.6
983,30,67.6,171,F,61,75,116,154,6,23.6,mixto,matutino,si,535.4
984,34,75.9,169,F,50,49,122,148,9,21.1,fuerza,matutino,si,464.1
985,21,91,NA,F,12,15,126,162,6,22.8,cardio_moderado,nocturno,si,276.3
986,17,76.8,159,M,9,87,138,157,7,19.6,cardio_moderado,vespertino,si,808.8
987,38,79.4,154,F,39,62,117,152,6,15.2,cardio_moderado,matutino,si,494
988,23,89.7,161,M,19,49,90,118,6,24.2,mixto,vespertino,si,459.6
989,36,64.1,176,F,20,80,144,181,5,20.7,fuerza,vespertino,si,578.6
990,19,89.2,172,M,73,31,150,183,5,20.3,fuerza,matutino,si,398.8
991,25,75,179,F,76,69,111,139,4,21.4,cardio_moderado,vespertino,si,558.9
992,34,81.4,164,M,22,75,149,177,4,24.7,fuerza,matutino,si,679.5
993,20,73.8,160,M,18,62,167,193,7,24.1,cardio_moderado,vespertino,si,664.2
994,31,63.9,192,F,11,53,136,162,5,19.2,cardio_moderado,vespertino,si,474.5
995,36,86.2,163,F,28,42,134,160,4,24.5,cardio_intenso,nocturno,si,474
996,51,69,164,M,4,64,110,137,4,16.8,cardio_moderado,nocturno,si,508.8
997,26,79.1,183,M,11,65,148,175,3,21.8,cardio_intenso,vespertino,si,624.5
998,38,73.5,150,F,40,66,141,158,5,18.4,fuerza,vespertino,si,494.6
999,41,61.8,166,M,4,80,118,142,6,22.8,mixto,matutino,si,678.7
1000,59,45,173,F,8,72,116,154,5,24.1,cardio_intenso,nocturno,si,514.2
1001,52,67.4,182,M,20,71,108,139,7,21.5,mixto,matutino,si,559.2
1002,43,76.7,169,F,10,40,145,174,6,22.4,cardio_moderado,nocturno,si,468.1
1003,48,69.8,170,F,16,49,93,110,4,21.3,fuerza,matutino,si,400.6
1004,29,62.1,155,F,27,73,124,158,1,23,cardio_intenso,vespertino,si,533.4
1005,45,52.2,179,M,74,52,124,144,6,17.3,fuerza,vespertino,si,436.1
1006,26,74.4,163,M,22,28,152,177,9,19.7,fuerza,vespertino,si,535.3
1007,40,75,165,M,8,71,80,103,5,13.4,mixto,matutino,si,459.7
1008,34,92.4,170,M,24,30,118,150,5,22.1,cardio_moderado,matutino,si,355.5
1009,27,75.8,166,M,12,56,109,133,3,27.6,fuerza,matutino,si,475.6
1010,37,94.6,177,F,8,62,121,148,5,21.1,mixto,nocturno,si,560.1
1011,42,74.3,160,M,55,47,118,151,1,16.7,mixto,nocturno,si,393.8
1012,40,67.5,165,M,31,67,153,177,6,23.6,cardio_moderado,matutino,si,646.4
1013,21,78.4,186,F,11,47,145,176,9,24.9,cardio_moderado,vespertino,si,550
1014,16,73.2,175,F,27,43,132,165,6,19.3,fuerza,vespertino,si,460.6
1015,31,72.7,166,M,8,84,124,141,5,13.2,fuerza,vespertino,si,646.7
1016,20,55.2,169,F,37,45,132,155,2,17.7,fuerza,matutino,si,369.1
1017,33,69.1,161,F,7,46,128,156,7,18.9,fuerza,vespertino,si,415.8
1018,33,52.2,183,M,7,69,104,138,10,25.3,cardio_intenso,vespertino,si,702
1019,27,67.7,166,M,26,63,119,142,7,21.4,fuerza,matutino,si,479.3
1020,16,86.8,161,F,26,80,116,152,6,23.9,cardio_moderado,nocturno,si,618.6
1021,28,45,164,M,76,38,NA,162,1,19.5,fuerza,vespertino,si,321
1022,28,63.9,161,F,3,68,110,142,6,20,cardio_moderado,vespertino,si,551.2
1023,16,69.3,168,F,46,53,NA,170,5,21.2,mixto,matutino,si,516.2
1024,40,56.9,164,F,4,41,144,165,1,21.9,fuerza,matutino,si,342.7
1025,31,54.7,175,F,24,57,154,182,7,NA,cardio_moderado,vespertino,si,561
1026,34,99.2,169,M,39,25,112,146,5,16.9,fuerza,vespertino,si,308.1
1027,40,84,157,M,22,88,142,159,8,18.7,mixto,vespertino,si,759.6
1028,46,58.3,NA,M,13,32,120,151,4,24.8,fuerza,nocturno,si,321.5
1029,19,76.8,176,F,5,48,81,108,9,20.8,cardio_intenso,vespertino,no,460.1
1030,59,66.6,NA,M,65,42,NA,151,8,21.3,cardio_intenso,vespertino,si,477.3
1031,26,59.6,173,F,23,76,153,172,7,21.2,cardio_intenso,matutino,si,703.9
1032,34,81.2,178,M,9,49,142,170,5,NA,mixto,vespertino,si,540.4
1033,39,83.9,172,M,24,71,124,155,7,27.6,fuerza,vespertino,si,641.4
1034,28,59.3,178,M,17,47,132,165,1,19,cardio_moderado,vespertino,si,437.3
1035,45,104.8,175,M,62,89,121,141,8,19.2,fuerza,matutino,si,679
1036,29,58.7,167,F,2,75,131,162,4,25.1,fuerza,vespertino,si,531.9
1037,31,85.9,179,F,27,63,138,161,5,19.7,cardio_moderado,vespertino,si,543.8
1038,60,73.9,152,M,20,56,113,138,6,20.6,fuerza,vespertino,si,463.5
1039,33,68.1,169,M,8,49,137,180,4,21.8,fuerza,matutino,si,458.3
1040,38,72.3,164,F,34,49,115,145,8,21.3,mixto,vespertino,si,439.2
1041,16,93.6,175,M,23,81,151,176,5,22.1,mixto,vespertino,si,823.9
1042,35,91.6,170,M,34,54,116,145,2,21,cardio_moderado,matutino,si,483.3
1043,33,74.2,179,M,15,64,104,127,6,17.1,fuerza,matutino,si,532.8
1044,16,87.2,169,M,13,46,133,157,9,16.4,cardio_moderado,vespertino,si,594.3
1045,30,73,171,F,11,64,135,168,6,27.3,cardio_moderado,vespertino,si,591.9
1046,23,87.3,173,F,32,15,128,154,4,23.2,mixto,nocturno,si,318.8
1047,23,72.2,NA,F,1,49,131,158,8,20.7,mixto,matutino,si,512.7
1048,32,96.4,163,M,14,40,118,149,5,24.8,cardio_moderado,vespertino,si,428.2
1049,34,48.7,184,M,64,56,130,156,8,17.9,fuerza,vespertino,si,484.9
1050,36,92.8,162,F,23,82,157,185,5,25.2,fuerza,matutino,no,742.4
1051,48,76.9,158,F,7,62,147,170,7,22.6,cardio_moderado,matutino,si,654.6
1052,27,89.1,179,M,25,39,155,185,5,18,fuerza,matutino,si,481.1
1053,33,99.6,172,M,4,82,113,138,2,18.1,fuerza,matutino,si,509.8
1054,35,89.3,164,M,4,74,128,164,2,22.8,cardio_intenso,nocturno,si,690.6
1055,42,103.7,180,M,38,86,102,132,7,21.4,cardio_intenso,matutino,si,765
1056,20,83.4,173,M,5,41,152,178,4,26.5,cardio_moderado,vespertino,si,579.4
1057,34,47.1,161,M,26,33,120,148,6,26.9,fuerza,nocturno,si,364.8
1058,35,66.4,171,M,65,97,124,154,8,19,mixto,matutino,si,665.2
1059,19,89,168,F,15,57,126,151,10,23.5,fuerza,nocturno,si,545.5
1060,18,66.5,158,M,20,72,149,183,4,19.6,cardio_moderado,matutino,si,668.1
1061,47,79.8,174,M,28,34,NA,130,8,19.6,cardio_moderado,vespertino,si,409.1
1062,41,66.8,170,M,32,86,142,172,5,20.4,cardio_moderado,NA,si,666.4
1063,26,80.6,170,F,76,49,121,156,8,24.8,mixto,NA,si,439
1064,36,74,NA,M,8,33,138,165,8,NA,fuerza,nocturno,si,501.2
1065,31,73.3,168,M,15,40,128,159,7,20.3,cardio_moderado,vespertino,si,501.3
1066,25,82.7,165,M,41,25,136,173,4,20.3,cardio_moderado,NA,si,350.5
1067,42,94.7,160,M,20,70,145,168,6,NA,cardio_moderado,nocturno,si,685.4
1068,26,67.9,167,M,9,61,111,143,5,20.9,fuerza,nocturno,si,488.2
1069,35,57.3,156,M,9,61,94,131,9,19.1,cardio_moderado,matutino,si,438
1070,39,90.2,169,M,24,53,126,157,7,19,cardio_intenso,matutino,no,627.7
1071,46,54.3,153,M,16,90,117,155,8,19.9,cardio_moderado,matutino,si,715.1
1072,26,78.7,168,F,2,45,154,182,6,20.5,cardio_intenso,vespertino,si,603.2
1073,48,84.9,168,M,4,94,120,146,8,19.9,fuerza,vespertino,si,736
1074,56,77.4,150,M,21,73,139,155,4,23.7,cardio_moderado,vespertino,si,600.1
1075,34,100.1,186,F,30,74,102,128,6,20.1,fuerza,vespertino,si,545.4
1076,24,72.6,172,M,5,59,136,163,7,20.4,cardio_moderado,nocturno,si,547.6
1077,24,90.2,161,M,69,58,161,177,3,20.3,cardio_moderado,NA,si,537
1078,27,94.2,184,M,26,56,134,163,5,19.1,cardio_moderado,vespertino,si,621.4
1079,39,73.5,182,F,20,55,132,168,7,19.9,fuerza,matutino,si,394.7
1080,48,82.1,153,M,22,56,135,162,6,15.5,cardio_moderado,NA,si,495.2
1081,33,63.1,168,M,6,34,111,144,6,24.6,cardio_moderado,matutino,si,397.8
1082,24,91.5,160,F,12,70,104,137,7,24.1,cardio_moderado,vespertino,si,565.5
1083,27,84.1,173,F,21,49,136,167,4,20.8,mixto,nocturno,si,465.3
1084,46,50.6,150,F,13,33,131,156,9,19.1,cardio_moderado,vespertino,si,370.8
1085,17,75.8,182,F,2,60,110,144,5,21.2,fuerza,matutino,si,400.3
1086,33,81.1,157,F,15,45,105,131,6,20.9,mixto,nocturno,si,445.5
1087,26,86.7,164,F,51,109,116,142,8,24.2,cardio_moderado,vespertino,si,788.1
1088,43,74.6,172,M,24,87,106,136,6,16.5,fuerza,matutino,si,637.5
1089,37,58.5,180,F,15,56,149,187,5,23.4,mixto,nocturno,si,582.7
1090,30,72.6,165,F,19,60,106,136,6,21.3,fuerza,vespertino,si,462.5
1091,16,99.5,166,M,13,46,140,159,4,28.1,fuerza,matutino,si,554.7
1092,36,59.7,179,F,29,73,161,189,6,20.2,cardio_intenso,vespertino,si,672.3
1093,20,59.9,184,M,21,43,170,204,2,20.6,fuerza,nocturno,si,511.9
1094,27,68.3,176,F,7,39,174,205,5,24.3,fuerza,vespertino,si,528.4
1095,50,45,169,M,16,73,NA,176,8,24,fuerza,matutino,si,698.5
1096,52,56,169,M,13,50,148,174,6,21.8,cardio_moderado,NA,si,580.9
1097,45,49.8,162,F,20,52,128,160,9,17.9,fuerza,nocturno,si,405.7
1098,35,89.8,155,F,52,67,113,132,5,22.3,fuerza,vespertino,si,488
1099,26,87.7,181,M,24,15,134,143,6,22.6,fuerza,vespertino,no,342.7
1100,38,58.2,168,M,21,48,131,165,9,23.8,fuerza,matutino,si,479.5
1101,42,80.8,179,M,29,48,152,180,4,27.4,cardio_intenso,matutino,si,615.7
1102,43,69,NA,M,33,55,132,168,5,17.4,fuerza,nocturno,si,465.9
1103,19,75,168,M,18,78,122,148,5,16.3,cardio_intenso,nocturno,si,656.6
1104,20,95.3,173,F,21,36,132,152,3,20.9,cardio_intenso,nocturno,si,405
1105,23,46.3,159,M,11,68,147,179,7,23.5,fuerza,matutino,si,617.5
1106,37,69.9,172,M,21,56,126,159,6,25.1,cardio_moderado,matutino,si,541.2
1107,18,78.8,164,F,43,47,110,141,6,16,cardio_moderado,vespertino,si,396.8
1108,42,46.2,159,F,63,41,117,149,7,18.6,cardio_intenso,vespertino,si,406.9
1109,17,75.1,167,M,41,65,110,137,2,18.8,fuerza,vespertino,si,464.7
1110,38,86.7,158,F,17,47,168,195,2,18.9,mixto,vespertino,si,446.8
1111,32,71.4,171,F,22,35,164,186,6,23.5,fuerza,vespertino,si,487
1112,34,75,169,F,94,15,147,179,6,NA,cardio_intenso,vespertino,si,293.8
1113,54,74.4,175,M,23,49,119,152,9,23.3,cardio_moderado,vespertino,si,529.3
1114,32,77.3,172,F,38,75,NA,169,7,15,cardio_moderado,matutino,si,668.9
1115,33,82.7,156,F,1,44,154,174,8,19.8,cardio_moderado,vespertino,si,536.8
1116,29,71.9,150,M,17,55,144,174,6,21.2,fuerza,vespertino,si,452.4
1117,41,46.5,178,M,10,50,148,181,6,20.1,mixto,vespertino,si,559.4
1118,48,95,175,M,47,61,91,121,5,NA,cardio_intenso,matutino,si,565.6
1119,22,63.2,172,M,22,91,118,140,9,23,fuerza,matutino,si,691.5
1120,36,67,158,M,24,34,113,137,6,28.9,cardio_moderado,matutino,si,378.6
1121,16,67.6,160,F,14,79,130,165,7,20.4,mixto,nocturno,si,602.7
1122,50,77.1,161,M,7,46,99,119,8,24.4,cardio_moderado,matutino,si,479.1
1123,38,72.4,169,F,24,41,146,185,5,NA,mixto,vespertino,si,467.2
1124,50,79.5,181,M,43,65,134,165,8,23.6,fuerza,matutino,si,603.4
1125,28,67.4,182,F,10,37,153,176,6,18.2,cardio_intenso,vespertino,si,470.4
1126,36,74.8,171,F,31,63,103,141,9,21.4,fuerza,nocturno,si,388.7
1127,46,77.8,159,M,59,39,NA,192,4,24.4,cardio_moderado,vespertino,si,526.3
1128,39,84.5,176,F,5,75,163,188,4,29,mixto,nocturno,si,686.1
1129,43,66.2,166,M,20,55,117,150,9,20.7,cardio_moderado,nocturno,si,516.7
1130,47,78,156,M,32,74,166,197,4,27.6,fuerza,vespertino,si,730.5
1131,30,80.2,NA,F,26,49,159,188,7,23.9,cardio_moderado,vespertino,si,544.5
1132,34,73.5,162,M,13,51,141,171,9,27.1,fuerza,matutino,si,562.3
1133,34,70.4,165,M,21,59,142,170,7,17.2,fuerza,vespertino,si,603.3
1134,28,89,180,M,10,50,139,166,5,20.4,fuerza,matutino,no,524
1135,16,78,175,M,28,49,132,161,5,17.4,cardio_moderado,vespertino,si,529.7
1136,27,45,166,M,36,59,147,165,4,18.1,mixto,matutino,si,551.6
1137,50,71.6,184,M,41,89,149,179,7,21.7,cardio_moderado,nocturno,si,713.5
1138,58,67.9,182,F,3,45,118,141,6,25.3,cardio_moderado,vespertino,si,388.3
1139,22,76.9,168,M,51,87,127,153,5,NA,cardio_moderado,vespertino,si,737.4
1140,26,79.3,166,M,10,42,NA,169,4,18.8,mixto,matutino,si,520.6
1141,16,79.6,178,M,48,70,141,163,7,26,fuerza,nocturno,si,673.9
1142,36,84.1,196,M,37,79,141,161,7,25.2,fuerza,matutino,si,728.1
1143,27,58.7,150,M,22,44,113,146,6,20.8,mixto,vespertino,si,414
1144,20,52,163,M,20,39,116,161,6,20.9,fuerza,vespertino,si,378.6
1145,30,72,164,M,46,80,145,176,6,24.3,mixto,vespertino,si,731.3
1146,22,70,182,M,60,62,108,134,7,24.7,cardio_moderado,matutino,si,502
1147,44,84.2,181,M,5,96,142,166,6,24.4,fuerza,matutino,si,811.8
1148,38,91.6,168,M,39,73,145,162,4,17.2,cardio_intenso,vespertino,si,679.1
1149,34,72.3,NA,F,13,58,164,188,6,21.8,fuerza,vespertino,si,518.7
1150,43,49.6,164,F,1,57,131,164,6,24.6,mixto,vespertino,si,533.7
1151,39,92.8,172,M,16,118,116,150,8,NA,fuerza,vespertino,si,848.6
1152,16,79.8,173,M,11,65,119,145,7,25.2,cardio_intenso,nocturno,si,639.1
1153,36,71.4,156,M,10,65,147,184,5,NA,cardio_intenso,vespertino,si,672.2
1154,39,83.7,169,M,18,83,130,146,7,27.5,fuerza,vespertino,si,709
1155,37,74.4,172,M,29,54,158,186,5,20.1,fuerza,matutino,no,581.4
1156,26,107.4,167,F,34,69,141,163,6,24.6,cardio_moderado,vespertino,si,634
1157,34,65.9,172,M,4,35,132,162,1,21.5,cardio_moderado,vespertino,si,418.1
1158,31,75.5,159,M,2,45,169,197,7,27.1,fuerza,vespertino,si,593.3
1159,20,58.4,164,F,14,70,153,185,6,21.4,fuerza,matutino,si,565.4
1160,55,53.9,190,M,27,44,143,178,6,23.5,cardio_intenso,vespertino,si,513.3
1161,16,84.4,175,F,9,45,148,189,8,25,mixto,matutino,si,615.5
1162,26,92.2,168,M,28,63,136,161,4,26.2,cardio_moderado,vespertino,si,597
1163,46,84.2,179,M,12,68,126,159,7,24.7,cardio_moderado,vespertino,si,693.9
1164,16,54.3,171,M,17,36,182,205,3,22.6,fuerza,vespertino,si,492
1165,41,79.8,172,M,16,44,123,147,4,17,mixto,vespertino,si,364.6
1166,29,60.1,186,F,11,38,103,134,5,25.2,cardio_intenso,matutino,no,391.7
1167,29,79.6,153,M,34,35,NA,155,8,26.3,mixto,vespertino,si,436.1
1168,16,45,175,M,48,84,147,174,7,20.4,mixto,matutino,si,691.2
1169,25,91,156,M,47,51,97,123,9,25.9,fuerza,vespertino,si,431.6
1170,38,100.3,154,F,57,66,143,163,5,27.4,mixto,matutino,si,565.2
1171,29,76.2,152,M,16,80,129,161,6,25.3,fuerza,nocturno,no,697.8
1172,46,92.6,NA,F,10,56,152,179,5,20.6,mixto,nocturno,si,528.1
1173,34,63.5,163,F,3,54,120,147,9,20.9,cardio_moderado,vespertino,si,467.3
1174,33,71.2,177,M,2,20,147,174,7,19.7,fuerza,vespertino,si,397.4
1175,32,85.2,179,M,19,43,108,136,5,16.5,mixto,matutino,si,421.2
1176,38,74.5,160,F,27,58,120,149,7,17.9,fuerza,vespertino,si,469.1
1177,47,56.1,167,M,16,63,106,130,3,22.6,mixto,matutino,si,456.9
1178,42,71.5,150,M,36,46,129,159,6,17.2,cardio_moderado,nocturno,si,451.6
1179,42,68.6,158,F,9,48,134,160,6,21.1,mixto,vespertino,si,479
1180,50,67.6,183,F,21,27,150,184,6,22.6,mixto,matutino,si,380.9
1181,28,84.6,171,M,27,46,137,161,6,18.1,cardio_intenso,NA,si,571.2
1182,32,95.1,167,F,22,90,157,186,5,26.1,cardio_intenso,matutino,si,794.6
1183,54,77,163,F,6,69,123,148,5,23.6,cardio_intenso,vespertino,si,582.5
1184,28,78.9,159,M,13,57,122,154,4,21.1,mixto,matutino,si,535.3
1185,41,83.7,162,M,19,55,138,171,3,26.1,cardio_moderado,matutino,si,519.2
1186,36,74,174,M,51,66,137,164,5,18.7,cardio_moderado,vespertino,si,608.3
1187,55,104.9,171,F,38,71,142,164,6,23.7,cardio_intenso,nocturno,si,650.2
1188,51,78,188,M,46,64,122,145,2,18.1,cardio_intenso,vespertino,si,539.7
1189,36,78.3,168,F,7,71,158,190,7,18.7,cardio_intenso,nocturno,si,673.7
1190,40,97.5,172,F,38,55,154,187,3,21.9,fuerza,vespertino,si,514.9
1191,16,45,162,F,14,85,164,191,8,22.2,cardio_intenso,vespertino,si,770.7
1192,32,80.4,NA,F,2,56,NA,187,8,23.2,cardio_moderado,matutino,si,591.2
1193,41,68.5,173,F,4,52,117,148,7,18.7,cardio_intenso,vespertino,si,469.4
1194,60,66.3,179,M,16,69,125,155,7,16.4,cardio_intenso,vespertino,si,564.6
1195,34,71.9,186,F,44,43,112,135,8,20.4,mixto,nocturno,si,372.4
1196,40,109,165,M,24,99,104,124,3,22.8,cardio_intenso,vespertino,si,746.3
1197,34,80.1,159,M,49,47,151,181,4,18.6,cardio_moderado,NA,si,555.6
1198,19,69.2,164,M,29,49,156,186,7,21.2,cardio_moderado,vespertino,si,576.9
1199,34,57,179,M,6,48,123,158,7,21.2,cardio_intenso,NA,si,523.3
1200,40,102.3,175,M,9,26,139,170,5,24.6,fuerza,nocturno,si,451.9
1201,36,60.5,168,M,28,53,140,172,5,21.4,fuerza,matutino,si,504.7
1202,41,79.7,179,M,12,77,104,128,7,21.5,mixto,matutino,si,601.9
1203,33,85,168,M,19,67,129,148,4,20.2,mixto,nocturno,si,625.8
1204,28,84,185,F,33,69,135,161,7,17.3,fuerza,matutino,si,541.7
1205,44,64.7,157,M,8,66,136,168,5,24.7,fuerza,matutino,si,594.4
1206,19,62,167,M,8,66,136,156,5,25.4,mixto,vespertino,si,580.9
1207,41,58.5,NA,M,32,37,130,155,9,24.8,mixto,vespertino,si,402.6
1208,34,78.4,173,M,17,30,143,168,8,20.2,mixto,nocturno,si,435.9
1209,16,78,182,M,37,36,130,166,7,20.1,mixto,matutino,si,473.9
1210,27,71.4,166,M,13,55,NA,150,6,24.1,cardio_moderado,nocturno,si,578
1211,47,56.1,171,F,20,50,129,159,4,20.2,fuerza,vespertino,si,405.9
1212,16,52.7,176,F,79,67,80,108,7,25.1,mixto,vespertino,si,505.4
1213,49,90.2,160,F,56,55,158,177,8,NA,cardio_intenso,matutino,si,637.3
1214,49,73.5,156,F,27,47,128,166,9,26.5,cardio_moderado,matutino,si,423.3
1215,46,75.6,156,F,11,71,126,158,7,21.4,fuerza,matutino,si,481.7
1216,32,86.4,173,F,34,27,130,159,6,19.3,cardio_moderado,matutino,si,352.8
1217,27,80.6,163,F,2,69,146,171,1,23.5,mixto,matutino,si,650.4
1218,16,60.9,164,M,27,75,95,118,5,15.8,cardio_intenso,vespertino,si,555.9
1219,32,57.4,161,M,14,43,131,158,3,22.3,cardio_intenso,matutino,si,482.3
1220,31,51.6,173,F,20,22,109,132,5,26,mixto,vespertino,si,250.8
1221,54,59.3,166,F,32,43,134,160,7,22.5,cardio_moderado,vespertino,si,457.2
1222,36,75.7,162,M,10,16,107,137,9,27.4,cardio_intenso,nocturno,si,371.8
1223,27,78.4,180,M,32,55,128,159,4,27.8,cardio_moderado,vespertino,si,532.7
1224,44,59.9,169,M,14,45,117,160,6,19.5,cardio_moderado,nocturno,si,425.2
1225,42,94.9,167,F,26,90,138,160,7,24.5,cardio_intenso,vespertino,si,728.6
1226,28,79.4,162,F,35,73,120,140,5,NA,cardio_intenso,vespertino,si,637.3
1227,38,106.7,NA,M,62,50,125,149,7,23.2,cardio_intenso,nocturno,si,501.3
1228,26,85,167,M,32,53,110,139,4,22.6,fuerza,matutino,si,486.7
1229,26,72.5,174,F,54,74,127,157,6,23.8,cardio_intenso,vespertino,si,614.6
1230,23,87.6,168,F,5,51,147,165,5,18.3,cardio_moderado,vespertino,si,457.9
1231,29,79.1,160,F,43,46,120,162,6,23.7,cardio_moderado,vespertino,si,452.9
1232,22,80.9,NA,M,9,38,126,168,9,20,mixto,nocturno,si,475.7
1233,42,92.4,180,M,8,66,119,138,3,21.6,fuerza,vespertino,si,555.8
1234,40,95.7,164,F,35,50,152,181,4,18.4,fuerza,matutino,si,488.8
1235,32,75,155,M,43,27,135,167,7,22.5,cardio_intenso,vespertino,si,458.8
1236,51,75,168,M,10,44,115,154,8,21.9,fuerza,matutino,si,489.8
1237,39,80.7,170,F,11,68,132,167,1,22.4,cardio_moderado,vespertino,si,550.9
1238,41,65.6,160,F,10,42,111,137,4,20.1,mixto,vespertino,si,331.4
1239,29,95.2,NA,M,12,22,144,178,10,23.5,fuerza,vespertino,si,464.9
1240,49,86.4,183,F,34,43,159,195,7,21.3,fuerza,matutino,si,509.6
1241,34,59.6,175,M,25,48,113,136,6,20.4,mixto,nocturno,si,454.7
1242,28,70.3,178,F,20,55,119,156,6,20.7,mixto,NA,si,474.2
1243,43,75.7,157,F,21,55,107,135,6,17.6,mixto,nocturno,si,440.8
1244,24,89.9,NA,F,11,90,123,145,4,22.9,cardio_intenso,vespertino,si,753.2
1245,21,87.8,187,M,18,64,142,166,8,23.5,fuerza,matutino,si,663.5
1246,48,92.7,157,M,6,33,121,145,8,20.5,mixto,vespertino,si,380.2
1247,44,95.6,170,M,33,108,99,132,6,22.6,fuerza,matutino,si,729.8
1248,44,78.6,159,F,18,84,117,143,6,29.2,mixto,NA,si,635.4
1249,40,74.4,173,F,74,83,96,118,9,17.3,cardio_moderado,vespertino,si,551.5
1250,35,72.1,181,F,12,62,133,148,4,19.3,cardio_intenso,nocturno,si,558.8
1251,23,71.2,NA,F,60,39,113,138,5,29.1,cardio_moderado,matutino,si,402.9
1252,27,95.1,172,M,15,59,99,123,4,24.2,cardio_moderado,vespertino,si,516.8
1253,30,104.8,154,F,5,91,143,165,6,19.3,cardio_moderado,vespertino,si,746.9
1254,44,91.9,163,M,38,63,121,137,5,12.3,fuerza,matutino,si,493.9
1255,31,84.6,174,F,14,77,136,164,6,20.4,cardio_intenso,vespertino,si,667.2
1256,40,104.1,174,M,38,72,138,162,4,NA,cardio_intenso,vespertino,si,702.4
1257,40,72.1,150,F,53,73,146,174,8,24.9,fuerza,matutino,si,643.3
1258,29,53.6,167,M,8,50,147,175,6,23.1,cardio_moderado,vespertino,si,563.7
1259,18,45,161,F,48,51,123,147,7,22.2,fuerza,vespertino,no,384.8
1260,31,68.5,171,M,23,44,93,126,4,23.6,fuerza,vespertino,si,291.1
1261,29,67.7,155,M,22,60,118,145,4,27.4,mixto,vespertino,si,515.2
1262,16,69.2,160,M,51,42,115,146,6,19.6,fuerza,matutino,si,482.3
1263,29,69,170,F,31,70,110,142,2,20.8,fuerza,matutino,si,540.1
1264,47,69.1,NA,F,20,47,120,155,8,24.8,cardio_moderado,vespertino,si,399.6
1265,25,57.3,155,M,16,77,131,160,6,20.8,cardio_intenso,vespertino,si,712.9
1266,26,90.5,166,F,4,63,126,152,6,23.6,cardio_moderado,matutino,si,621.6
1267,52,66,176,M,5,66,106,142,6,21,mixto,vespertino,si,511.5
1268,34,70.3,164,F,24,69,137,166,2,30.3,mixto,vespertino,si,622
1269,16,61.4,174,M,6,59,128,158,9,22.1,mixto,vespertino,si,626.7
1270,19,45,167,F,12,77,148,176,8,27.7,fuerza,matutino,si,667.7
1271,57,77.3,170,M,21,45,116,144,7,22.8,mixto,vespertino,si,462.8
1272,46,84.1,180,F,8,80,131,164,4,22.1,fuerza,matutino,si,587.2
1273,31,64.7,174,F,6,61,128,152,6,27.3,cardio_intenso,matutino,si,689.6
1274,16,95.1,166,M,17,26,118,150,8,22.4,fuerza,vespertino,si,425.8
1275,16,81.3,159,F,13,60,107,139,5,25.5,cardio_intenso,vespertino,si,534.8
1276,18,48.7,173,F,8,72,137,161,6,25.3,cardio_intenso,matutino,si,604.7
1277,17,90.6,173,M,24,20,130,147,4,18.8,mixto,vespertino,si,395
1278,29,103.4,172,F,20,36,139,178,4,19.5,cardio_moderado,vespertino,si,396.8
1279,46,62.4,161,F,10,66,135,167,7,24.4,mixto,vespertino,si,554.5
1280,28,60.2,173,M,31,53,125,156,7,20.1,fuerza,matutino,si,507.6
1281,24,74.6,176,M,10,88,175,203,8,25.9,cardio_moderado,vespertino,si,852.9
1282,20,77.4,162,M,47,58,134,157,5,20.6,mixto,matutino,si,544.7
1283,19,70,180,M,109,17,139,162,6,22.3,cardio_intenso,vespertino,si,341
1284,28,71.4,172,M,6,41,127,150,6,21.1,cardio_moderado,vespertino,si,492.4
1285,19,70.5,163,F,26,79,138,176,6,15.4,fuerza,nocturno,si,600.4
1286,52,82,164,F,21,55,132,162,9,25.8,mixto,matutino,si,515
1287,30,81.5,168,F,17,67,107,127,4,23.7,cardio_moderado,vespertino,si,535.6
1288,44,78.3,175,F,4,68,132,155,5,18.4,cardio_moderado,vespertino,si,540.2
1289,26,77.7,172,F,22,62,137,167,8,22.1,cardio_moderado,nocturno,si,582.5
1290,34,73,182,F,20,46,129,151,5,19.1,mixto,matutino,si,438.3
1291,22,77.1,173,M,27,27,140,163,10,22.8,cardio_intenso,vespertino,si,526.5
1292,24,93.2,156,M,8,53,NA,146,4,21.5,mixto,vespertino,si,435.4
1293,28,89.3,159,F,2,79,134,159,7,21,fuerza,vespertino,si,658.4
1294,31,58.4,183,M,14,52,NA,165,6,21,fuerza,vespertino,si,486.6
1295,35,85.3,173,M,13,64,107,133,5,22.4,cardio_moderado,matutino,si,457.5
1296,35,58.7,181,F,6,81,127,156,6,17.9,fuerza,vespertino,si,524.3
1297,42,67.7,171,M,1,28,156,193,8,28.2,mixto,vespertino,si,479.3
1298,24,88.6,163,M,71,42,NA,175,4,21.4,fuerza,matutino,si,456.1
1299,44,77,NA,M,16,55,132,168,7,25.6,mixto,nocturno,si,582.1
1300,39,88.5,166,F,3,64,142,162,4,20.9,cardio_intenso,vespertino,si,574.3
