id_transaccion,monto_transaccion_mxn,monto_promedio_historico_mxn,hora_del_dia,dias_desde_ultima_compra,num_transacciones_24h,distancia_km_domicilio,es_compra_internacional,categoria_comercio,fraude
TX001454,595,499,18,9,2,196.6,no,restaurantes,no
TX001455,848,753,16,5,2,47.8,no,restaurantes,no
TX001456,2044,1480,22,20,3,8.2,no,servicios,no
TX001457,311,213,6,9,1,60.9,no,abarrotes,no
TX001458,1062,689,3,6,2,61.4,no,restaurantes,no
TX001459,4061,2597,10,17,3,87.5,no,restaurantes,no
TX001460,319,265,17,2,4,13.1,no,viajes,no
TX001461,583,625,19,3,5,6.8,no,entretenimiento,no
TX001462,523,374,1,3,0,94.2,no,viajes,no
TX001463,78,326,14,13,3,4.8,no,servicios,no
TX001464,897,662,18,0,5,52.2,no,servicios,no
TX001465,3752,4151,4,6,3,74.7,no,viajes,no
TX001466,433,640,19,21,3,16.2,no,entretenimiento,no
TX001467,483,334,4,4,6,12.4,no,abarrotes,no
TX001468,368,463,23,4,1,0.4,no,electronica,no
TX001469,577,439,2,4,2,12.5,no,abarrotes,no
TX001470,1499,2201,11,8,3,0.5,no,entretenimiento,no
TX001471,1919,1375,1,7,3,45.7,no,viajes,no
TX001472,444,649,10,8,2,NA,no,servicios,no
TX001473,1027,415,19,1,3,25.5,no,viajes,no
TX001474,920,740,2,25,3,74.2,no,servicios,no
TX001475,141,207,2,4,0,48.5,no,viajes,no
TX001476,517,346,10,14,0,40.6,no,electronica,no
TX001477,483,823,12,7,5,93.4,no,servicios,no
TX001478,738,1265,15,6,3,1.6,no,servicios,no
TX001479,257,362,5,3,5,32.8,no,electronica,no
TX001480,126,130,20,10,4,17.9,no,viajes,no
TX001481,377,314,0,13,1,39.5,si,viajes,no
TX001482,186,321,8,4,4,128.9,no,servicios,no
TX001483,989,960,17,11,1,32,no,electronica,no
TX001484,1051,778,5,13,3,78.7,no,entretenimiento,no
TX001485,510,769,12,20,2,30.8,no,abarrotes,no
TX001486,1696,1588,22,15,3,37.7,no,servicios,si
TX001487,449,369,9,4,3,31.7,no,entretenimiento,no
TX001488,371,429,6,28,5,48.2,no,abarrotes,no
TX001489,2018,1583,9,13,5,21.4,no,entretenimiento,no
TX001490,1924,1684,19,10,1,70.3,no,viajes,no
TX001491,376,776,13,7,0,63.7,no,entretenimiento,no
TX001492,1029,333,3,2,3,9.4,no,servicios,no
TX001493,214,360,12,2,2,21.6,no,restaurantes,no
TX001494,626,624,16,13,0,69.2,no,viajes,no
TX001495,293,341,12,2,3,13.3,no,restaurantes,no
TX001496,1059,715,8,12,6,59.5,no,viajes,no
TX001497,1591,1162,5,6,5,150.2,no,abarrotes,no
TX001498,575,573,19,3,2,32.6,no,entretenimiento,no
TX001499,680,666,14,13,1,NA,no,electronica,no
TX001500,909,1030,9,7,1,48.6,no,servicios,no
TX001501,894,463,3,11,4,43,no,electronica,no
TX001502,360,465,3,3,0,54.6,no,electronica,no
TX001503,1326,1059,19,44,4,20.2,no,servicios,no
TX001504,3544,1700,6,9,6,3.8,no,restaurantes,no
TX001505,1129,1145,16,17,2,38.7,no,restaurantes,no
TX001506,608,535,10,11,3,NA,no,servicios,no
TX001507,1055,621,9,2,4,55.9,no,abarrotes,no
TX001508,1124,712,14,3,1,106.3,no,electronica,no
TX001509,1077,370,10,4,2,88,no,abarrotes,no
TX001510,2557,1612,15,6,3,34.4,no,restaurantes,no
TX001511,687,565,23,11,3,22.2,no,servicios,no
TX001512,692,1440,5,15,4,130.5,no,entretenimiento,no
TX001513,439,365,19,6,1,5.6,no,restaurantes,no
TX001514,327,275,9,3,2,131.6,si,entretenimiento,no
TX001515,816,706,0,6,3,23.4,no,entretenimiento,no
TX001516,136,352,5,18,8,1.1,no,restaurantes,no
TX001517,149,208,1,4,4,27.5,no,electronica,no
TX001518,2252,1500,7,7,6,41.3,no,servicios,no
TX001519,2085,896,8,15,1,3.3,no,viajes,no
TX001520,1286,1028,3,8,4,15.3,no,servicios,no
TX001521,1237,1489,6,0,0,29.8,si,electronica,no
TX001522,537,775,2,8,3,7.8,no,abarrotes,no
TX001523,271,679,2,11,1,65.9,no,viajes,no
TX001524,713,930,13,10,3,NA,no,electronica,no
TX001525,4189,1809,4,14,1,2.7,no,electronica,no
TX001526,3451,1490,5,17,1,20.3,no,restaurantes,no
TX001527,361,593,11,18,5,10.5,no,viajes,no
TX001528,315,787,13,5,5,31,no,restaurantes,no
TX001529,234,499,4,3,4,45.4,no,entretenimiento,no
TX001530,2297,2603,22,2,2,40.4,no,servicios,no
TX001531,405,697,6,7,5,11.4,no,viajes,no
TX001532,809,547,3,6,1,61.4,no,viajes,no
TX001533,821,500,19,23,3,180,no,electronica,no
TX001534,1686,1485,0,6,6,39.1,no,servicios,no
TX001535,965,1791,6,5,2,0.5,no,electronica,no
TX001536,1535,1083,20,2,4,29,no,abarrotes,no
TX001537,169,207,13,11,1,23,no,entretenimiento,no
TX001538,599,1198,22,9,5,46,no,restaurantes,no
TX001539,1594,1911,1,6,1,30.2,no,abarrotes,no
TX001540,398,484,10,5,3,56.4,no,restaurantes,no
TX001541,1112,915,9,24,2,8.6,no,electronica,no
TX001542,827,696,3,12,5,93.7,no,viajes,no
TX001543,97,240,13,6,6,27.4,no,electronica,no
TX001544,259,487,6,20,5,25.5,si,electronica,no
TX001545,82,190,17,5,3,NA,no,restaurantes,no
TX001546,241,112,22,1,4,11.9,no,electronica,si
TX001547,490,598,12,6,4,0.9,no,viajes,no
TX001548,431,577,22,12,1,17.7,no,servicios,no
TX001549,873,816,12,16,5,160.2,no,servicios,no
TX001550,1006,1168,22,8,3,NA,no,entretenimiento,no
TX001551,291,338,13,2,1,120.9,no,servicios,no
TX001552,1464,645,9,13,1,11.5,no,viajes,no
TX001553,676,442,10,3,3,35.4,no,servicios,no
TX001554,543,653,7,17,1,48.3,no,restaurantes,no
TX001555,1101,1282,0,17,3,23.3,no,abarrotes,no
TX001556,542,798,8,6,9,21.9,no,viajes,no
TX001557,704,713,12,10,2,58.5,no,servicios,no
TX001558,3164,2756,18,9,3,44,no,electronica,no
TX001559,629,1186,22,33,3,13.4,no,entretenimiento,no
TX001560,1376,916,1,3,2,39.4,si,viajes,no
TX001561,287,812,22,5,4,13.4,no,restaurantes,no
TX001562,753,217,5,11,2,5.8,no,entretenimiento,no
TX001563,940,412,23,9,3,18.3,no,servicios,no
TX001564,913,1005,15,6,4,62.8,no,abarrotes,no
TX001565,412,534,18,6,1,9.6,no,electronica,no
TX001566,2840,1433,9,28,5,3.3,no,electronica,si
TX001567,191,217,5,2,2,0.8,no,abarrotes,no
TX001568,441,187,4,2,4,78.7,no,abarrotes,no
TX001569,569,428,17,12,3,76.3,no,restaurantes,no
TX001570,5264,1409,15,4,3,16.9,no,restaurantes,no
TX001571,983,355,16,10,3,20.9,no,restaurantes,no
TX001572,815,1647,19,10,5,13.3,no,restaurantes,no
TX001573,129,331,8,10,5,3.9,no,abarrotes,no
TX001574,707,456,2,12,5,33.1,no,restaurantes,no
TX001575,655,1099,11,7,2,45.5,si,electronica,no
TX001576,497,497,23,9,3,33.8,no,viajes,no
TX001577,2251,1027,9,10,3,73.7,no,viajes,no
TX001578,807,595,21,5,3,192.8,no,abarrotes,no
TX001579,411,421,9,15,2,91.8,no,abarrotes,no
TX001580,941,1032,4,3,3,17.8,no,restaurantes,no
TX001581,1201,634,16,20,4,41.3,no,electronica,no
TX001582,1375,961,17,8,1,1.2,no,viajes,no
TX001583,1865,1901,6,11,1,NA,no,electronica,no
TX001584,1800,561,2,6,2,7.4,no,servicios,no
TX001585,263,295,9,16,4,35.6,no,viajes,no
TX001586,247,1171,2,13,2,15.9,si,entretenimiento,no
TX001587,450,704,20,13,3,42.8,no,viajes,no
TX001588,297,437,1,8,1,4.1,no,servicios,no
TX001589,262,279,13,11,0,38.8,no,electronica,no
TX001590,994,986,22,14,10,3.6,no,entretenimiento,no
TX001591,1915,905,1,6,5,16.6,no,electronica,no
TX001592,2820,2201,23,7,6,22.2,no,servicios,no
TX001593,2045,1020,10,8,3,12.9,no,entretenimiento,no
TX001594,426,465,12,12,3,10.3,no,restaurantes,no
TX001595,352,377,5,4,3,31.5,no,entretenimiento,no
TX001596,1226,599,5,14,4,2.2,si,servicios,si
TX001597,2896,1936,3,5,2,3.5,no,entretenimiento,no
TX001598,288,622,11,9,1,53.6,no,entretenimiento,no
TX001599,638,445,11,5,6,44,no,viajes,no
TX001600,655,369,3,7,3,63,no,abarrotes,no
TX001601,1117,635,15,2,2,20.6,no,restaurantes,no
TX001602,298,228,15,1,4,34.8,no,electronica,no
TX001603,830,2452,18,2,1,89.2,no,servicios,no
TX001604,357,927,5,1,2,86.1,no,servicios,no
TX001605,1118,474,23,4,4,54.4,no,servicios,no
TX001606,346,664,23,3,5,NA,no,restaurantes,no
TX001607,1707,1951,15,3,3,17.7,no,entretenimiento,no
TX001608,245,249,3,19,2,15.3,no,electronica,no
TX001609,1569,766,22,1,1,8.6,no,electronica,no
TX001610,1055,1775,22,9,3,53,no,abarrotes,no
TX001611,608,297,8,24,2,1.3,no,abarrotes,no
TX001612,513,877,13,17,2,12.8,no,entretenimiento,no
TX001613,1311,973,20,8,3,6.7,no,entretenimiento,no
TX001614,538,665,22,21,1,23.5,no,electronica,no
TX001615,129,175,14,18,4,NA,no,viajes,no
TX001616,462,552,21,1,0,46.6,no,abarrotes,no
TX001617,327,264,3,19,5,41.1,no,electronica,no
TX001618,439,393,10,8,1,98.2,no,electronica,no
TX001619,5072,3451,5,7,3,1.9,no,electronica,no
TX001620,365,518,4,1,2,8.2,no,entretenimiento,no
TX001621,700,555,10,15,4,80.3,no,electronica,no
TX001622,488,439,18,10,5,48.6,no,servicios,si
TX001623,257,192,17,21,3,16.9,si,electronica,no
TX001624,3255,1112,19,11,3,171.2,no,electronica,no
TX001625,1029,825,14,11,4,115.7,no,servicios,no
TX001626,308,368,2,7,1,71.6,no,entretenimiento,no
TX001627,217,448,7,6,0,224.8,si,abarrotes,no
TX001628,640,473,6,5,3,76.4,no,entretenimiento,no
TX001629,1621,599,10,8,4,20.4,no,servicios,no
TX001630,1009,1603,13,10,2,11.2,no,viajes,no
TX001631,598,518,0,6,6,15.3,no,restaurantes,no
TX001632,1214,1066,13,1,4,29.8,no,electronica,no
TX001633,241,179,0,3,5,76.2,no,electronica,no
TX001634,1647,601,6,4,0,2.8,no,abarrotes,no
TX001635,758,1066,21,1,2,178.7,no,abarrotes,no
TX001636,838,601,4,3,5,27.6,no,restaurantes,no
TX001637,625,528,1,3,3,59.9,no,servicios,no
TX001638,1191,1239,21,4,6,24.4,no,electronica,no
TX001639,1299,1090,19,18,2,23.2,no,abarrotes,no
TX001640,860,895,23,14,3,14.2,no,servicios,no
TX001641,1966,1547,23,1,5,46.4,no,abarrotes,no
TX001642,269,531,5,4,4,11.9,no,viajes,no
TX001643,341,266,8,29,4,1.2,si,restaurantes,no
TX001644,467,310,14,1,2,5.5,si,abarrotes,no
TX001645,201,185,20,24,3,32.4,no,electronica,no
TX001646,842,467,10,12,6,30.2,no,abarrotes,no
TX001647,1463,572,11,3,3,33.1,no,viajes,no
TX001648,435,442,22,22,3,60.7,no,restaurantes,no
TX001649,443,609,23,15,4,9.2,no,restaurantes,no
TX001650,2088,1241,16,10,1,40.3,no,restaurantes,no
TX001651,412,419,2,8,3,28.5,no,servicios,no
TX001652,237,399,21,3,1,89.6,no,abarrotes,no
TX001653,657,538,17,17,3,19.1,no,electronica,no
TX001654,615,971,1,21,3,6.8,no,electronica,no
TX001655,597,577,8,5,0,60.8,no,electronica,no
TX001656,428,417,11,6,6,66.4,si,viajes,no
TX001657,833,1359,11,11,6,52.9,no,viajes,no
TX001658,714,665,6,6,3,4.1,no,restaurantes,no
TX001659,876,682,2,27,5,68.1,no,entretenimiento,no
TX001660,315,311,5,39,2,47.1,no,abarrotes,no
TX001661,541,424,14,2,2,19.2,no,electronica,no
TX001662,636,420,11,20,3,4.3,no,abarrotes,no
TX001663,602,660,13,12,2,32.1,no,restaurantes,no
TX001664,385,475,5,8,4,39.1,no,abarrotes,no
TX001665,759,918,5,3,0,117.5,no,electronica,no
TX001666,201,370,0,19,4,67.5,no,abarrotes,no
TX001667,1260,1045,3,4,4,43.8,no,electronica,no
TX001668,693,422,5,5,2,20.7,no,entretenimiento,no
TX001669,1050,528,11,6,3,77.4,no,restaurantes,no
TX001670,2091,2108,7,10,2,55.5,no,electronica,no
TX001671,763,712,11,14,3,13.4,si,servicios,no
TX001672,636,479,7,14,1,64.1,no,electronica,no
TX001673,1502,911,9,7,3,13.4,no,viajes,no
TX001674,3170,2295,19,5,4,24.3,no,abarrotes,no
TX001675,495,684,14,2,2,12.1,no,viajes,no
TX001676,270,660,3,8,1,1.9,no,abarrotes,no
TX001677,393,184,19,12,2,70.2,no,electronica,no
TX001678,985,1017,4,2,7,71,no,servicios,si
TX001679,148,243,6,35,0,55.3,no,viajes,no
TX001680,733,553,6,6,2,95.2,no,electronica,no
TX001681,1325,1296,12,2,3,64.9,no,electronica,no
TX001682,5154,4094,20,1,3,42.4,no,servicios,no
TX001683,1158,792,10,31,3,2.2,no,restaurantes,no
TX001684,472,908,4,13,1,106.9,no,restaurantes,no
TX001685,769,545,19,13,2,13.6,no,abarrotes,no
TX001686,136,240,12,10,5,41.5,no,servicios,no
TX001687,438,740,2,6,7,NA,no,electronica,no
TX001688,298,390,23,21,3,22,no,restaurantes,no
TX001689,1006,649,16,5,1,56.4,no,viajes,no
TX001690,950,1070,8,15,4,44.3,no,viajes,no
TX001691,1099,1141,18,8,0,74.4,no,restaurantes,no
TX001692,762,481,21,16,3,65.3,si,viajes,no
TX001693,116,186,6,6,3,29.1,no,servicios,no
TX001694,2175,975,11,14,3,NA,no,viajes,no
TX001695,2197,3013,23,5,5,40.8,no,electronica,no
TX001696,122,412,18,8,4,106.2,no,viajes,si
TX001697,469,484,12,15,4,23.3,no,viajes,no
TX001698,856,799,1,3,2,14.8,no,electronica,no
TX001699,487,721,0,6,3,66.8,no,electronica,no
TX001700,769,846,5,1,1,72.9,no,abarrotes,no
TX001701,372,369,20,12,4,107.6,no,servicios,no
TX001702,1237,1004,22,2,1,52.7,no,entretenimiento,no
TX001703,353,344,23,12,4,58.4,no,viajes,no
TX001704,1047,1144,5,3,0,35.8,no,servicios,no
TX001705,1024,662,5,4,6,60.9,no,entretenimiento,no
TX001706,180,172,13,0,3,90.1,no,viajes,no
TX001707,577,504,4,5,4,168.9,no,abarrotes,no
TX001708,414,618,14,8,2,15.9,no,restaurantes,no
TX001709,1435,1226,21,11,4,46.2,no,abarrotes,no
TX001710,627,502,20,35,3,80.8,no,abarrotes,no
TX001711,959,2147,20,21,8,41.3,no,viajes,no
TX001712,636,521,11,13,1,9.7,no,restaurantes,no
TX001713,264,386,5,2,3,121.6,no,electronica,no
TX001714,2745,1439,17,1,4,28.3,no,viajes,no
TX001715,485,302,16,12,1,15.8,no,restaurantes,no
TX001716,794,808,18,34,5,17.4,no,entretenimiento,no
TX001717,1419,1007,11,14,1,28.1,no,electronica,no
TX001718,1887,1474,6,4,3,7,no,entretenimiento,no
TX001719,941,860,16,3,0,44.2,no,abarrotes,no
TX001720,871,1462,21,15,1,108.6,no,servicios,no
TX001721,426,910,11,48,3,11.3,no,abarrotes,no
TX001722,1051,725,21,8,2,19.7,no,restaurantes,no
TX001723,593,601,6,14,2,10.4,no,electronica,no
TX001724,1389,923,1,6,1,11.4,no,restaurantes,no
TX001725,1658,606,20,5,1,22.5,no,restaurantes,no
TX001726,1198,419,22,21,0,16.2,no,viajes,no
TX001727,846,616,14,19,6,64.2,no,viajes,no
TX001728,546,532,10,5,4,79.3,no,abarrotes,no
TX001729,271,565,17,11,3,12,no,entretenimiento,no
TX001730,275,322,10,6,2,55.4,no,restaurantes,no
TX001731,1854,1719,2,6,3,45.9,no,servicios,no
TX001732,519,518,7,26,2,28.4,si,electronica,si
TX001733,521,728,21,7,2,13.4,no,electronica,no
TX001734,545,862,11,2,3,39.1,no,abarrotes,no
TX001735,638,1081,7,6,0,7,no,viajes,no
TX001736,634,1444,9,3,3,20.8,no,entretenimiento,no
TX001737,692,379,10,8,7,36.9,no,servicios,no
TX001738,1012,992,8,14,0,61,no,electronica,si
TX001739,472,1388,3,5,2,1.6,no,restaurantes,no
TX001740,1256,651,2,3,6,12,no,abarrotes,no
TX001741,619,1118,15,9,4,89.7,no,restaurantes,no
TX001742,443,572,19,10,2,6.7,no,restaurantes,no
TX001743,391,663,9,29,4,17.5,no,viajes,no
TX001744,710,620,9,15,1,12.1,no,entretenimiento,no
TX001745,525,456,15,4,5,51.9,no,restaurantes,no
TX001746,1466,2510,13,3,2,53.4,no,servicios,no
TX001747,1049,551,3,10,5,33.3,no,restaurantes,no
TX001748,547,631,0,2,4,65.1,no,abarrotes,no
TX001749,1924,1384,2,10,4,25.5,no,viajes,no
TX001750,890,603,7,11,2,80.4,no,electronica,no
TX001751,474,1252,12,2,4,22.8,no,servicios,no
TX001752,709,1155,4,22,1,26,no,electronica,no
TX001753,791,738,16,6,1,50.1,no,restaurantes,no
TX001754,225,156,22,18,1,36.4,no,abarrotes,no
TX001755,139,247,6,3,2,NA,no,servicios,no
TX001756,548,752,12,3,2,39.7,no,viajes,no
TX001757,326,655,18,3,0,32.2,no,servicios,no
TX001758,601,788,6,7,1,13.1,si,viajes,no
TX001759,817,559,2,8,2,76.7,no,viajes,no
TX001760,236,308,15,1,1,6.5,no,servicios,no
TX001761,543,567,12,9,2,10.2,no,electronica,no
TX001762,291,448,21,5,7,16.3,no,electronica,no
TX001763,1054,1130,4,22,1,29.1,no,restaurantes,no
TX001764,925,696,3,4,0,194.7,no,electronica,no
TX001765,284,197,18,1,3,2.8,no,electronica,no
TX001766,211,311,12,2,2,10.3,no,electronica,no
TX001767,789,507,6,9,3,27.8,no,entretenimiento,no
TX001768,3401,3843,9,21,6,60.2,no,restaurantes,no
TX001769,2096,1285,4,18,4,11.4,no,abarrotes,no
TX001770,348,950,8,4,3,31.8,no,viajes,no
TX001771,758,269,1,14,3,12.3,no,restaurantes,no
TX001772,607,874,3,5,1,33.6,no,servicios,no
TX001773,1349,744,21,7,4,12.4,no,restaurantes,no
TX001774,1159,1123,17,13,1,1.7,no,viajes,no
TX001775,891,962,19,8,4,31.2,no,viajes,no
TX001776,380,261,12,3,3,34.7,no,entretenimiento,no
TX001777,756,1112,21,13,2,8.9,no,electronica,no
TX001778,2630,2851,5,14,3,11.1,si,abarrotes,si
TX001779,491,741,16,5,4,12,no,entretenimiento,no
TX001780,500,440,12,7,0,118.8,no,electronica,si
TX001781,822,762,23,14,0,69.5,no,electronica,no
TX001782,100,121,19,7,4,NA,no,servicios,no
TX001783,1281,592,8,36,2,41.3,si,viajes,no
TX001784,224,332,8,9,3,33.1,no,servicios,no
TX001785,329,199,18,26,4,11.8,no,servicios,no
TX001786,851,598,22,13,3,8,no,abarrotes,no
TX001787,130,408,20,11,4,6.1,no,entretenimiento,no
TX001788,373,1906,14,3,1,42.1,si,viajes,no
TX001789,857,858,23,16,2,114,no,abarrotes,no
TX001790,897,939,12,0,3,25.1,no,entretenimiento,no
TX001791,628,800,10,1,2,93.5,no,servicios,no
TX001792,2112,2290,18,7,2,44.3,no,abarrotes,no
TX001793,495,375,2,14,3,33.6,no,restaurantes,no
TX001794,748,415,19,3,3,28.7,no,servicios,no
TX001795,1469,1076,5,4,3,12.4,no,entretenimiento,no
TX001796,2006,3557,14,20,3,4.6,no,electronica,no
TX001797,276,764,7,0,2,57.3,no,entretenimiento,no
TX001798,200,453,18,4,3,20.5,no,entretenimiento,no
TX001799,1043,1035,6,23,2,19.5,no,electronica,no
TX001800,1108,438,7,3,1,28.8,no,servicios,no
TX001801,321,430,12,14,2,7,no,restaurantes,no
TX001802,112,210,0,8,4,114.8,si,entretenimiento,no
TX001803,1168,1468,12,10,4,46.3,no,electronica,no
TX001804,558,605,16,11,1,23.5,no,servicios,no
TX001805,533,398,6,8,4,2.5,no,abarrotes,no
TX001806,956,1287,22,5,2,22,no,electronica,no
TX001807,408,147,4,2,3,25.3,no,entretenimiento,no
TX001808,1677,1554,21,13,5,4.4,no,electronica,no
TX001809,1044,1948,17,3,0,6.9,no,restaurantes,no
TX001810,3497,2817,2,11,2,2.5,no,restaurantes,no
TX001811,765,901,8,6,3,48.5,no,viajes,no
TX001812,2607,3817,2,9,2,68.7,no,restaurantes,no
TX001813,1430,650,21,1,3,17.7,no,viajes,no
TX001814,563,488,9,3,5,57.3,no,electronica,no
TX001815,286,600,1,12,0,70.6,no,servicios,no
TX001816,862,1505,8,2,5,32.3,no,servicios,no
TX001817,214,257,13,14,1,55.6,no,abarrotes,no
TX001818,332,470,5,19,3,86.1,no,electronica,no
TX001819,614,241,6,12,1,35.9,no,entretenimiento,si
TX001820,326,268,20,5,4,192.9,no,viajes,si
TX001821,197,329,14,3,5,15.9,no,entretenimiento,no
TX001822,678,537,2,16,5,62.9,si,abarrotes,no
TX001823,787,1325,11,3,4,23.6,no,entretenimiento,no
TX001824,762,691,17,4,5,15.6,no,entretenimiento,no
TX001825,1402,1028,8,13,2,29.5,no,abarrotes,no
TX001826,2318,1531,22,3,3,35.8,no,abarrotes,no
TX001827,155,206,14,8,3,29,no,viajes,no
TX001828,682,698,15,17,2,36.7,no,electronica,no
TX001829,881,947,5,3,3,7.2,no,abarrotes,no
TX001830,2139,1712,14,2,5,11.9,no,restaurantes,no
TX001831,270,348,23,13,2,12.2,no,restaurantes,no
TX001832,1225,915,10,5,5,17.9,no,electronica,no
TX001833,2154,779,10,12,5,8.9,no,servicios,no
TX001834,168,359,16,4,2,76.3,no,abarrotes,no
TX001835,580,389,3,3,4,9.5,no,electronica,no
TX001836,144,339,4,13,5,NA,no,entretenimiento,no
TX001837,497,658,2,3,0,17.8,si,entretenimiento,no
TX001838,90,113,17,4,2,43.2,no,entretenimiento,no
TX001839,1237,1503,9,12,1,17.3,no,entretenimiento,no
TX001840,985,1423,14,2,7,75.6,no,viajes,no
TX001841,1933,844,10,6,8,46.1,no,restaurantes,no
TX001842,264,229,8,10,3,55.5,no,abarrotes,no
TX001843,6227,4168,7,3,1,123.5,no,viajes,no
TX001844,972,1030,6,8,8,4.2,no,abarrotes,si
TX001845,861,918,0,3,4,18,si,abarrotes,no
TX001846,1866,893,3,25,5,91.7,no,servicios,no
TX001847,932,572,5,1,1,63.2,no,abarrotes,no
TX001848,2598,1049,13,6,1,36.7,no,electronica,no
TX001849,1332,926,5,2,2,44.8,no,restaurantes,no
TX001850,278,377,7,3,2,89.2,no,restaurantes,no
TX001851,162,267,21,2,4,14,no,abarrotes,no
TX001852,1034,1267,23,18,4,45.1,no,viajes,no
TX001853,705,1211,21,22,3,32.9,no,electronica,no
TX001854,315,183,15,3,0,128.6,no,abarrotes,no
TX001855,361,573,12,3,4,38,no,entretenimiento,no
TX001856,943,1035,11,3,1,28.9,si,abarrotes,no
TX001857,355,344,14,18,4,9.5,no,abarrotes,no
TX001858,2955,818,19,0,6,2.9,no,electronica,no
TX001859,443,527,11,3,5,50.2,no,entretenimiento,no
TX001860,1038,3060,22,13,2,78,no,servicios,no
TX001861,1683,1120,22,12,4,4.9,si,electronica,no
TX001862,1603,824,23,12,1,16.2,no,electronica,no
TX001863,476,755,17,10,4,22.4,no,servicios,no
TX001864,154,532,5,6,1,31.7,no,viajes,no
TX001865,1079,735,0,12,3,43,no,restaurantes,no
TX001866,350,383,5,8,5,18.7,no,viajes,no
TX001867,1290,2362,19,12,3,82.1,no,entretenimiento,no
TX001868,3516,2312,9,36,5,112.9,no,electronica,no
TX001869,1241,2279,14,29,3,86.1,no,entretenimiento,no
TX001870,396,194,14,3,4,30.5,no,abarrotes,no
TX001871,77,123,6,11,1,12.2,no,viajes,no
TX001872,958,1089,14,9,4,53,no,electronica,no
TX001873,385,741,8,6,5,7.9,si,viajes,no
TX001874,193,275,0,21,5,66.2,no,restaurantes,no
TX001875,705,2229,7,8,4,106.3,no,electronica,no
TX001876,6311,3831,23,6,3,98.6,no,restaurantes,no
TX001877,1495,1006,14,11,3,39.4,si,entretenimiento,no
TX001878,1517,673,18,2,2,27,no,viajes,no
TX001879,880,962,7,9,2,159.9,no,electronica,no
TX001880,861,932,1,7,6,26.4,no,electronica,no
TX001881,792,1061,1,6,2,1.3,no,restaurantes,no
TX001882,446,292,10,5,6,65.7,no,restaurantes,no
TX001883,1126,1630,12,14,2,22,no,abarrotes,no
TX001884,1027,736,19,10,5,41,no,entretenimiento,no
TX001885,1128,899,22,9,5,40.6,no,restaurantes,no
TX001886,630,1210,22,10,4,33.1,no,servicios,no
TX001887,430,504,23,5,4,67.7,no,electronica,no
TX001888,166,270,6,7,2,12.1,no,entretenimiento,no
TX001889,293,187,16,7,0,3.6,no,servicios,no
TX001890,142,254,12,12,1,25.2,no,abarrotes,no
TX001891,722,1006,8,16,4,27.4,no,servicios,no
TX001892,542,422,14,0,4,50.6,no,restaurantes,no
TX001893,191,341,3,3,1,50.2,no,servicios,no
TX001894,1057,795,4,2,6,64.7,no,servicios,no
TX001895,1212,1402,1,8,2,29.5,no,viajes,no
TX001896,82,196,4,9,4,55.5,no,entretenimiento,no
TX001897,762,520,6,15,1,47,no,restaurantes,no
TX001898,567,584,7,8,5,5.4,no,restaurantes,no
TX001899,331,569,2,33,3,31.5,no,restaurantes,no
TX001900,171,402,10,1,3,19.4,no,viajes,no
TX001901,427,609,11,1,1,51.4,no,electronica,no
TX001902,250,132,18,16,6,9.7,no,electronica,no
TX001903,380,437,14,9,5,22.5,no,entretenimiento,no
TX001904,732,1014,10,3,0,62.8,no,restaurantes,no
TX001905,963,796,22,18,0,104.5,no,restaurantes,no
TX001906,77,632,0,5,2,29.9,no,entretenimiento,no
TX001907,285,339,5,15,3,8.1,si,abarrotes,no
TX001908,5505,2913,4,2,3,14,no,servicios,no
TX001909,526,697,17,4,1,90,no,abarrotes,no
TX001910,805,478,2,11,3,33.3,no,servicios,no
TX001911,598,877,11,3,4,34.4,no,restaurantes,no
TX001912,352,573,18,5,0,27.5,no,abarrotes,no
TX001913,158,282,21,13,4,22.4,no,restaurantes,no
TX001914,905,1017,22,4,2,57.1,no,entretenimiento,no
TX001915,553,301,14,8,3,123,si,electronica,no
TX001916,559,319,14,19,1,12.4,no,viajes,no
TX001917,2063,1282,9,10,2,30.6,no,entretenimiento,no
TX001918,948,900,3,8,3,41.2,no,abarrotes,no
TX001919,2160,2703,15,2,5,93,si,abarrotes,si
TX001920,2418,1064,0,7,1,14.3,no,viajes,no
TX001921,306,266,13,2,2,4.7,no,viajes,no
TX001922,501,998,14,6,4,6.2,no,entretenimiento,no
TX001923,169,453,12,9,2,15.2,no,abarrotes,no
TX001924,3206,2704,5,18,1,80.9,no,restaurantes,no
TX001925,358,652,8,4,2,156.1,no,abarrotes,no
TX001926,764,555,20,4,2,NA,no,viajes,no
TX001927,156,285,21,4,4,109.1,no,restaurantes,no
TX001928,1043,738,9,5,6,68.5,no,entretenimiento,no
TX001929,221,466,16,12,1,49.4,no,electronica,no
TX001930,191,436,3,17,4,27.6,no,electronica,no
TX001931,1600,592,15,7,4,25.9,no,entretenimiento,no
TX001932,154,211,22,24,2,57.2,no,restaurantes,no
TX001933,4194,3077,16,11,2,2.3,no,restaurantes,no
TX001934,321,335,0,31,3,NA,no,viajes,no
TX001935,273,367,3,11,3,74,no,viajes,no
TX001936,1742,754,6,6,5,NA,no,restaurantes,no
TX001937,609,784,12,7,4,98.5,no,electronica,no
TX001938,146,193,19,15,5,111.5,no,electronica,no
TX001939,234,694,18,14,2,42.3,no,abarrotes,no
TX001940,646,391,9,3,5,4.8,no,abarrotes,no
